id	ja	zh-TW	en	ko
927	"料理だけじゃなくて
木を削ることもできるんだー"	"這不只拿來做料理，
還能用來切木頭喔──"	"This is not just for cooking.
You can use it on wood too."	"요리뿐만 아니라
나무를 자를 수도 있어~"
928	よっと…えいっ	嘿唷……嘿！	Oof...hup!	으쌰… 에잇
929	"いろんなチップ
試してみようっと"	"來試著用看看
各種木屑的差異吧。"	"Let's try all the different kinds
of chips."	"다양한 칩을
시험해 볼까"
930	ハロウィンっぽくていいね	很有萬聖節氣氛耶！	"It really gives off the spirit of
Halloween!"	할로윈 같아서 좋다!
931	"ふふっ
まんまるでかわいいね"	"呵呵。
圓滾滾的好可愛喔。"	Hehe. It's so round and cute.	"후훗
동그랗고 귀여워"
932	"残り物で作ったとは思えない
美味しさだよー"	"這好吃到一點都不覺得
是用剩菜作的耶──"	"To think something this good
was made with leftovers!"	"남은 것으로 만들었다고는
생각 못 할 맛이야~"
933	"アヒージョ見ると
叫びたくなっちゃうなあ"	"看著大蒜蝦
就會想要大叫一下耶。"	"Seeing ajillo makes me want to
go ahhhh!"	"아히요를 보면
외치고 싶어져"
934	"殻は残しておいて
ダシをとろうっと"	"殼都留下來
下次熬湯用吧。"	Throw in the shells to make stock.	"껍데기는 남겨서
국물을 내자"
935	これは　絶対おいしいやつ…！	這肯定好吃到不行啊……！	This is sure to be delicious!	이건 무조건 맛있을 거야…!
936	炭火のいい香りー	炭火的味道好香喔──	The smell of charcoal is so exciting.	숯불 향기가 좋네~
937	"食べごたえがあって
おいしそうだなあ"	"份量很充足，
看起來很好吃呢。"	Looks incredibly delicious.	"씹는 맛도 있어서
참 맛있겠다"
938	"いいチーズと伊勢エビのダシで
最高の一品だね"	"上等的起司配上日本龍蝦的高湯，
真是最厲害的一道料理啊。"	"Pairing a good cheese with spiny
lobster makes for an amazing dish."	"좋은 치즈와 닭새우 국물
최고의 일품이네"
939	"キャンプですき焼き
ぜいたくだねえ"	"露營的時候吃壽喜燒，
好奢侈喔──"	"Having sukiyaki while camping is
such a luxury."	"캠핑에서 스키야키라니
호화로운걸~"
940	"トマトを入れると
こんなに味が変わるんだぁ"	"只是加了番茄
味道竟然會變這麼多喔。"	"Who knew adding tomatoes would
change the taste so much?"	"토마토를 넣으면
이렇게 맛이 변하는구나"
941	"もつ鍋…鍋パーティーを
思い出すなあ"	"大腸鍋……會讓人想起
辦火鍋趴的時候耶。"	"Motsunabe... Reminds me of the
hotpot party."	"모츠나베… 전골 파티가
생각나네"
942	"鍋パーティーには
きりたんぽだね"	"辦火鍋趴就是
要加烤米棒啊。"	"We had kiritanpo at the hotpot
party, right?"	"전골 파티에는
키리탄포지"
943	カレーの匂いが食欲をそそるー	咖哩的味道叫人胃口大開呢──	The smell of curry makes me hungry.	카레 냄새가 식욕을 돋우고 있어
944	"スープパスタなら
お腹もいっぱいになりそうだね"	"吃義大利湯麵的話
應該就會吃得很飽呢。"	Soup pasta seems really filling.	"수프 파스타라면
배도 가득 찰 거 같아"
945	"あきちゃん手作りのほうとう
食べてみたいなあ"	"好想吃吃看
小明親手作的餺飥喔。"	I want to try Aki-chan's hoto too.	"아키가 직접 만든 호토
먹어보고 싶어"
946	"すき焼きのシメのパスタ…
大満足だよー"	"壽喜燒居然用義大利麵來收尾……
太滿足了──"	"I'm so full after having pasta to
finish off the sukiyaki broth."	"스키야키의 마무리 파스타…
완전 만족스러워~"
947	リンの年越しそばだー	是凜的跨年蕎麥麵耶──	Here's your New Year's Eve soba, Rin.	린의 해넘이 소바야~
948	伊勢エビのダシ　おいしいなー	日本龍蝦熬的高湯太讚了──	"Stock made from spiny lobster
is amazing."	닭새우 국물, 맛있네~
949	"ココアを飲むと
ほっとするー"	"喝熱可可
讓人好放鬆喔──"	"After drinking hot chocolate,
I feel so relaxed."	"코코아를 마시면
차분해져~"
950	"このお茶　リンが
持ってきてくれたやつかな？"	"這個茶是凜她
帶來的那種對吧？"	Did Rin bring this tea?	"이 차, 린이
가져다준 건가?"
951	"落ち着く味だね
シナモンが決め手かな"	"這味道讓人好放鬆喔──
是肉桂的功勞嗎？"	"It's very calming.
Is it because of the cinnamon?"	"차분해지는 맛이네~
시나몬이 비결일까?"
952	"マシュマロって　結構
焦げやすいんだなあ"	"棉花糖
還挺容易烤焦的耶。"	Marshmallows burn pretty easily.	"마시멜로는 생각보다
쉽게 탄단 말이지~"
953	この甘さがしみるー	這個甜味真能滋潤全身耶──	The sweetness is soaking into my body.	이 달콤함이 스며들어~
954	"ホットケーキだけど
結構うまくできたなぁ"	"這個鬆餅
煎得還挺成功的喔。"	"It's just pancakes, but it's made
pretty well."	"전의 핫케이크 말인데
꽤 맛있게 만들어졌었지~"
955	"これ…
いくらでも食べられそう！"	"這個……
感覺不管再多都吃得下！"	I can eat this infinitely!	"이거…
얼마든지 먹을 수 있겠어!"
956	うん　うまく燻製できたみたい	嗯，這個煙燻得很成功喔。	Mm, looks like it was well smoked.	응, 잘 훈제된 거 같아
957	"お手軽でおいしいって
最高だよね"	"做法簡單又好吃
真是太棒了──"	"It's easy and delicious.
Simply the best."	"만들기 쉽고 맛있다니
최고네~"
958	"うん
ほんのり甘くておいしい！"	"嗯，帶有微微甜味
很好吃喔──"	"Mmm.
It's so sweet and yummy."	"응
약간 달고도 맛있어~"
959	"ぷはー
すっきりした味だね"	"呼哇──
這味道好清爽喔──"	"Fwah!
How refreshing!"	"푸하~
깔끔한 맛이야~"
960	"とろーり　あつあつだよ
はふはふっ…"	"香濃淳，而且熱呼呼的喔。
好燙好燙……"	"It's hot and melty!
Fwoo fwoo..."	"진득하면서도 따끈따끈해
후하후하…"
961	んー　冷たくておいしーい！	嗯──冰冰涼涼的好好吃──！	Mmm, it's cold and delicious!	음~ 차갑고 맛있어~!
962	"たしか
いろんな味があるんだよね"	"我記得
有很多種口味呢。"	There really are a lot of flavors.	"아마
여러 가지 맛이 있었지"
963	"お祝いっぽくて
ザ・クリスマスだね！"	"很有要慶祝的樣子，
正宗的聖誕節感覺喔！"	"It's so festive.
Very Christmas-y indeed!"	"축하 느낌도 나서 그런가
THE 크리스마스 같아!"
964	"食べるのがもったいないくらい
かわいいねー"	"這可愛到吃了
會覺得可惜耶──"	"It seems such a shame to eat.
It's so cute!"	"먹는 게 아까울 정도로
예뻐~"
965	"ミルクの風味で
優しい味だー"	"帶有牛奶風味
是很溫柔的口味呢──"	It has a milky and subtle flavor.	"우유의 풍미가 감도는
부드러운 맛이야~"
966	ちくわ　行くよー	竹輪，要走囉──	Chikuwa, let's go!	치쿠와, 간다~
967	ちくわうさぎ　こっちおいでー	竹輪兔兔，過來這邊──	Come here, Rabbit Chikuwa!	치쿠와 토끼, 이리 와~
968	"ちくわがトナカイなら
私はサンタかな？"	"如果竹輪是馴鹿的話
我就是聖誕老人了吧？"	"If Chikuwa is a reindeer,
then does that make me Santa?"	"치쿠와가 순록이라면
나는 산타일까?"
969	ちくわ将軍ー！！	竹輪將軍──！！	General Chikuwa!	치쿠와 장군~!!
970	ご利益ありそうなワンちゃんだー	看起來很有福氣的狗狗喔──	You're a dog with a good life.	영물의 기운이 느껴지는 멍멍이야~
971	"ちくわよりおっきいねー
かわいいなあ"	"比竹輪還要大隻呢。
好可愛喔。"	"He's bigger than Chikuwa.
How cute."	"치쿠와보다 크네~
귀여워~"
972	君も一緒にキャンプする？	妳也要一起露營嗎？	Want to come camping with us?	너도 같이 캠핑할래?
973	"いいのをゲットしたみたいだねー
どうやって使うのかな？"	"妳好像拿到不錯的東西了呢──
這要怎麼用啊？"	"Looks like you got something good.
How do you use it?"	"좋은 걸 얻은 모양이네~
어떻게 쓰는 걸까?"
974	サンシェードでお昼寝だー	在遮陽篷下睡個午覺吧──	Dibs on napping under the sun shade!	선셰이드에서 낮잠 자자~
975	スイカ割りやってみよっと	來試試看玩打西瓜吧	I'm gonna try to split a watermelon!	수박 깨기 해봐야지
976	パラソルで南国気分だね	遮陽傘一撐起來就有南島風情耶。	It's like I'm on a tropical island!	"파라솔이 있으니
남국 느낌이 나"
977	海の幸に感謝しなくちゃ	得好好感謝這些海鮮呢。	We should be grateful to the sea.	"바다의 은혜에
감사해야겠는걸"
978	スイカの器が涼しげだね	用西瓜皮當容器，看起來很涼爽呢。	The watermelon rind looks cooling...	"수박 그릇을 보니
더 시원한 느낌이야"
979	お祭り気分が高まるなぁ	越來越有辦祭典的感覺了耶。	It has that festival feel.	축제 기분이 살아나는걸~
980	何がもらえるのか楽しみ！	好期待可以抽到什麼東西喔！	What will I get?	뭐가 나올지 기대돼!
981	勢いよく光って楽しいよね	看這發出這麼強的光，挺開心的呢。	I like the really bright ones.	힘차게 타오르는 모습을 보는 게 재밌어
982	目に焼き付けたくなる儚さだ	這個夢幻感會讓人想要用力記在腦海裡呢。	It makes you try to look as hard as you can.	이 덧없는 불꽃을 눈에 새겨두고 싶어
983	香ばしくていい匂いだね	這味道好香好好聞喔。	It smells so good.	식욕을 돋우는 고소한 냄새야
984	変わり種もあるよーお楽しみに	還有藏一點特別的喔──可以期待一下。	There are a lot of different ones. Try them!	특이한 사탕도 있어! 뭔지는 기대하시라~
985	"海に憧れるのは
梨っ子の習性なんだよ"	"海に憧れるのは
梨っ子の習性なんだよ(TW)"	"海に憧れるのは
梨っ子の習性なんだよ(EN)"	"海に憧れるのは
梨っ子の習性なんだよ(KO)"
986	"アウトドアレシピの本
リンに借りてみようかな"	"跟凜借一些
戶外食譜的書好了。"	"I'll borrow an outdoor cookbook
from Rin."	"아웃도어 레시피 책을
린에게 빌려볼까"
987	へぇー　いいねコレ	哦──這個很不錯耶。	Oh, pretty cool.	와~ 이거 괜찮다
988	まあまあ　よいではないか	哎唷，沒關係啦。	Come on, it was no big deal.	에이~ 좋지 아니한가~
989	ねえ　次はどこ行くの？	欸，下次妳想去哪？	Where's your next destination?	있지, 다음엔 어디 갈 거야?
990	"近くに温泉もあると
いいなぁ(´エ`)"	"要是附近有溫泉的話
那不知道有多好(´エ`)"	"There's a hot spring nearby.
So jelly (´n`)"	"근처에 온천도 있으면
좋겠다(´エ`)"
991	"そういえば私
最近キャンプ動画見まくっててさ"	"話說我最近啊
整天都在看露營的影片耶。"	"Speaking of which,
I've been watching camping vids."	"그러고 보니 나
요즘 캠핑 영상을 많이 보거든"
992	"はー　やっぱり
来て良かったぁ"	"呼──今天
有來真是太好了。"	"Ah...
I should have gone."	"하아~ 역시
오길 잘했어"
993	誘ってくれて　ありがとう	謝謝妳邀我一起參加。	Thanks for inviting me.	같이 오자고 해줘서 고마워
994	"志摩リン　島根で　島キャンプ
しましましまキャン"	"SHIMA凜，在SHIMA根，SHIMA露營。
真是三重SHIMA露營呢。"	"Rin Shima went to Shimane to
Shima-camp. Shima shima shima."	"시마 린, 시마네에서, 시마 캠핑
시마시마시마캠"
995	パーティーは・・・お開きだ！！	派對……結束了！！	Let's get this party...started!	파티는… 끝이다!!
996	"いっぱい遊んで
いっぱい食べたねぇ…"	"玩得超嗨
吃得超飽耶……"	"We had a lot of fun.
And we ate a lot..."	"실컷 놀고
실컷 먹었네…"
997	いいキャンプ場だよね	真是個好露營區呢。	This is a really nice campsite.	좋은 캠핑장이야
998	ここからはどうするの？	接下來要做什麼呢？	What are you going to do now?	이제부터 뭐 할 거야?
999	"起こされなかったら
昼まで寝てたかも"	"要是沒人叫我
就可能直接睡到中午了。"	"If I didn't wake up, I might have
slept till noon."	"깨워주지 않았다면
낮까지 잤을지도 몰라"
1000	"犬用のハロウィン衣装
かわいいのいっぱいあるなー"	"狗狗用的萬聖節服飾
有好多好可愛的喔──"	"There are so many Halloween costumes
for dogs to choose from."	"견용 할로윈 의상
귀여운 게 잔뜩 있어~"
1001	"ちくわサンタの写真
みんなにも見せてあげようっと"	"我也要讓大家看看
竹輪聖誕裝的照片。"	"I'll have to show this photo of
Santa Chikuwa to everyone."	"치쿠와 산타의 사진
애들한테도 보여줘야지"
1002	素敵なキャンプ場だー	超棒的露營區耶──	What a beautiful campsite.	멋진 캠핑장이야~
1003	"新年初キャンプ
幸先よさそうだね"	"新年第一次的露營
真是好兆頭呢。"	"This is the first camping trip of the
year. Looks like a good start."	"새해 첫 캠핑
운수도 좋아질 것 같아"
1004	ちくわになりきりパジャマだよ	這是完全化身成竹輪的睡衣喔。	These are Chikuwa pajamas.	치쿠와가 될 수 있는 파자마야
1005	海キャンの準備万端だよ	海邊露營準備OK囉。	Ready for seaside camping!	"바다 캠핑
완벽히 준비했어!"
1006	にっぽんの夏って感じだね	這就是日本夏天的感覺呢。	It's that summer in Japan feeling.	그야말로 일본의 여름이라는 느낌이야
1007	どう？　雰囲気出てるかな？	這就是日本夏天的感覺呢。	It's that summer in Japan feeling.	그야말로 일본의 여름이라는 느낌이야
10001	おはよー！	おはよー！(TW)	おはよー！(EN)	おはよー！(KO)
10002	ちょっと眠い～	ちょっと眠い～(TW)	ちょっと眠い～(EN)	ちょっと眠い～(KO)
10003	おはよう	おはよう(TW)	おはよう(EN)	おはよう(KO)
10004	ねむー…	ねむー…(TW)	ねむー…(EN)	ねむー…(KO)
10005	"絶好の
キャンプ日和だな！"	"絶好の
キャンプ日和だな！(TW)"	"絶好の
キャンプ日和だな！(EN)"	"絶好の
キャンプ日和だな！(KO)"
10006	おーす！	おーす！(TW)	おーす！(EN)	おーす！(KO)
10007	おはよ	おはよ(TW)	おはよ(EN)	おはよ(KO)
10008	春やな～	春やな～(TW)	春やな～(EN)	春やな～(KO)
10009	おはよぉ～	おはよぉ～(TW)	おはよぉ～(EN)	おはよぉ～(KO)
10010	ぽかぽかだね～	ぽかぽかだね～(TW)	ぽかぽかだね～(EN)	ぽかぽかだね～(KO)
10011	ちょっと落ち着け	ちょっと落ち着け(TW)	ちょっと落ち着け(EN)	ちょっと落ち着け(KO)
10012	なでしこは元気だな	なでしこは元気だな(TW)	なでしこは元気だな(EN)	なでしこは元気だな(KO)
10013	しまりん～！	しまりん～！(TW)	しまりん～！(EN)	しまりん～！(KO)
10014	リンちゃんこんにちはー	リンちゃんこんにちはー(TW)	リンちゃんこんにちはー(EN)	リンちゃんこんにちはー(KO)
10015	千明何やってんの…	千明何やってんの…(TW)	千明何やってんの…(EN)	千明何やってんの…(KO)
10016	ふふっ…	ふふっ…(TW)	ふふっ…(EN)	ふふっ…(KO)
10017	おーい	おーい(TW)	おーい(EN)	おーい(KO)
10018	あおいちゃーんっ！	あおいちゃーんっ！(TW)	あおいちゃーんっ！(EN)	あおいちゃーんっ！(KO)
10019	えへへ…	えへへ…(TW)	えへへ…(EN)	えへへ…(KO)
10020	ん、ありがと	ん、ありがと(TW)	ん、ありがと(EN)	ん、ありがと(KO)
10021	お　ようやく起きたか	哦，妳終於起來了。	Oh, you finally awake?	오, 이제 일어났구나
10022	"なでしこちゃん
よお寝てたなぁ～"	"小撫子
睡得很香呢～～"	"Nadeshiko-chan, you look like
you slept well!"	"나데시코
참말로 잘도 자대~"
10023	"いつまでも寝れるよねー
わかるよー"	"可以就這樣一直睡下去對吧──
我也懂喔──"	"It's like you can keep sleeping.
I know very well."	"계속 잘 수 있을 느낌이지~
그 마음 알아~"
10024	"そうだったのか
…てっきり海外のものかと
思ってたけど　違うんだな"	"原來是這樣喔
……還以為這是外國的東西
原來不是啊。"	"Really? I thought it was definitely
from overseas, but I guess not."	"그랬구나
…난 그저 외국 요리라고만
생각했는데, 아니었네"
10025	"エビフライとか
ナポリタンも
日本生まれらしいよー"	"聽說炸蝦跟
拿坡里義大利麵
也都是日本發祥的喔──"	"Ebi-fry and Neapolitan pasta are also
from Japan."	"새우튀김이나
나폴리탄도
일본에서 생겨났다더라~"
10026	"うんうん
おいしかったねー"	"嗯嗯
真的很好吃呢──"	"Mmm.
It was really good."	"응, 응
맛있었지~"
10027	"お湯を入れて
混ぜるだけだったけど…
お粗末様でした"	"只有倒熱水後
攪拌一下而已……
獻醜了。"	"All I did was add hot water...
Sorry about that."	"뜨거운 물을 끓여서
섞기만 했을 뿐…
별것 아닙니다"
10028	"野に出て　友と楽しむ集い
「のくる」で
大活躍をおさめたそうじゃ"	"她在會前往野外
和朋友們聚集玩樂的「野活組」裡
大展了一番身手呢。"	"A place to enjoy the outdoors with
friends—Outclub is a great success!"	"야외에서 친구와 함께 즐기는
모임인 ""야클""에서
대활약을 했다고 하지"
10029	"おいしいキャンプごはんを
たくさん作って
みんなを肥えさせたそうじゃ"	"作了很多很多
好吃的露營餐，
把大家都養胖了呢。"	"I'm going to make a lot of delicious
camping food, and make everyone fat."	"맛있는 캠핑 식사를
잔뜩 만들어서
모두를 살찌웠다고 하지~"
10030	そうですなぁ…	這樣子啊……	Right...	그렇구만요…
10031	もうすっかり　春ですなぁ…	已經完全變春天了呢……	It's already spring in full bloom...	벌써 봄이 다 됐구만요…
10032	"山菜の天ぷら
ほろ苦で大人の味やねー
クセになるわぁ"	"山菜天婦羅那淡淡的苦味
真是大人的滋味啊──
會讓人上癮呢。"	"Fiddlehead fern tempura has an
addictive bitter taste."	"산나물 튀김은
씁쓸해가 어른의 맛이제
자꾸 생각날 기 같다~"
10033	"ふきのとうって
こんな味なんだねー
ぱくぱく食べちゃったよ"	"原來蜂斗菜
是這種味道啊──
忍不住一口接一口了。"	"I didn't know butterbur tastes like
this. It's so crunchy."	"머위는
이런 맛이구나~
와구와구 먹어버렸어"
10034	"ほー
あったかぁ…"	"呼──
好暖和……"	"Ah.
So warm..."	"호오~
따뜻해…"
10035	"さすがやね
なでしこちゃん"	"真不愧是
小撫子呢。"	As expected, Nadeshiko-chan.	"역시
나데시코데이"
10036	"おなじく…
ゆらゆら揺れる炎を見てると
気持ちよくなるんだよな"	"我懂……
看著搖擺不定的火光啊，
會覺得心情很舒服喔。"	"Same here.
The flickering flames is just so
soothing."	"나도… 하늘하늘
흔들리는 불꽃을 보고 있으면
기분이 좋아지더라고"
10037	"そうだね…
そろそろ火を消して
テントに戻る準備しよっか"	"說得也是……
差不多該把火熄掉
準備回帳篷了。"	"Right...
It's about time to put out the
fire and head to bed."	"그렇지…
슬슬 불을 끄고
텐트로 돌아갈 준비를 할까"
10038	"汗がじんわり
浮き出てくる…"	"汗水慢慢地
冒了出來……"	You gradually start sweating...	"땀이 천천히
맺히는데…"
10039	熱中症に注意だね	要小心中暑哦。	Be careful of heat stroke.	열사병 조심해야겠네
10040	"賛成
…椅子持って　あっち集合な"	"贊成
……帶上椅子，到那邊去集合。"	"Agreed.
Let's bring our chairs over there."	"찬성
…의자 들고 저쪽에서 모이자"
10041	"それがよさそうやね…
おっきい木があって
助かったわ"	"那樣好像比較好耶……
還好有
夠大棵的樹。"	"Seems to be the case...
It'd be great if there was a big tree."	"그래야 할 기 같데이…
커다란 나무가 있어가
다행이데이"
10042	"いいね　今度みんなで
やってみようよ"	"好主意耶。下次大家
一起試試看吧。"	"Looks fun.
Let's try it together next time."	"좋은데~ 나중에
다 같이 한번 해보자"
10043	"夏の風物詩やねぇ
盛り上がること
間違いなしやで"	"這可是夏季風情呢。
到時候氣氛
一定會很熱烈的。"	"Everyone gets excited for summer
traditions."	"여름의 상징물이네
틀림없이
분위기가 한층 달아오를 기라"
10044	"おっ
シャーベットいただき"	"哦
雪酪我收下了。"	"Ohh.
I'll have a sorbet."	"오
셔벗 잘 먹을게"
10045	"くぅー
夏キャンには
アイス必須…だな！"	"嗯──
夏天露營
果然……必帶冰淇淋！"	"Ugh...
Ice cream is essential for camping
in the summer!"	"크으…
여름 캠핑에는 역시
아이스크림이 필수지…!"
10046	タン塩～ハラミ～	鹽味舌頭～～橫膈膜～～	Salted tongue! Skirt steak!	우설 소금구이~ 안창살~
10047	カルビ～トントロ～	肋排肉～～豬里肌～～	Marinated beef! Pork jowl!	갈비~ 항정살~
10048	ホルモン～ロース～	內臟～～牛腰肉～～	Offal! Shoulder steak!	곱창~ 등심~
10049	豚バラ～牛モモ～	豬五花～～牛腿肉～～	Pork belly! Beef medallions!	삼겹살~ 쇠고기 사태~
10050	"でも　蒸し暑さは続くから
熱中症対策　万全にして
油断せずに過ごそうなー"	"但是還會持續悶熱一陣子，
別掉以輕心
要做好預防中暑的對策喔──"	"The hot weather is still continuing,
so make sure to prevent
heat stroke."	"그래도 찌는 더위가 이어질 테니
열사병 대책에 만전을 기하며
방심하지 말자고~"
10051	"ほんとだね
あ…いい風だー"	"真的耶
啊……好舒服的風喔──"	"You're right.
Ah... Such a nice breeze."	"정말이네
아… 좋은 바람이야~"
10052	"うん
スッキリして　うまい"	"嗯
很爽口又好吃。"	"Mm.
It's refreshing and delicious."	"응
깔끔하고 맛있네"
10053	"サンキュー！
我ながら　上出来だなって
思ってたんだ！"	"謝謝！
我自己也覺得
這做得很成功哦！"	"Thanks!
Though I thought it was pretty
good myself!"	"땡큐~!
나로서는 참 잘했다고
생각했었어!"
10054	"すごいなぁ…
あ　夏の大三角形
探してみようや"	"太厲害了……
啊，來找看看
夏季大三角吧。"	"Amazing...
Hey, how about we look for the
Summer Triangle?"	"굉장하데이…
아, 여름의 대삼각형
찾아보까?"
10055	"いつまでも見ていたくなる
天然のプラネタリウムだね"	"這是會讓人想一直觀賞下去的
天然天文館呢。"	"The sky is like a natural planetarium.
I would stay here forever if I could."	"한없이 바라보고 싶어지는
천연 플라네타리움이네"
10056	"ご飯のお供は
なんにしよか～"	"要拿什麼
來拌飯呢～～"	What should I pair with my rice?	"밥도둑은
뭘로 할까~"
10057	"にっぽんの心！
漬物　佃煮　お味噌汁～！"	"日本的心靈料理！
醬菜、佃煮、味噌湯～～！"	"The essence of Japan!
Tsukemono, tsukudani, and miso soup!"	"일본의 마음!
절임, 조림, 된장국~!"
10058	"クルトンのせてくれたら嬉しい
…あれ　うまいよな"	"要是能撒一些麵包酥我會很高興的
……那個好好吃喔。"	"I'd like some croutons in it.
Those are good."	"크루통을 곁들여주면 좋겠어
…그게 맛있거든"
10059	"パンにつけて食べたら
すっごくおいしいだろうなぁ"	"這沾在麵包上吃
肯定會超好吃的吧──"	It's delicious if you eat it with bread.	"빵에 찍어 먹으면
진짜 맛있을 것 같아~"
10060	"いっちょ
調べてみっかー"	"哪不然
稍微調查一下吧──"	Well, let's just look it up.	"한번
찾아볼까~"
10061	"…鮮やかな色のきのこ
ダメ　ゼッタイ！！"	"……色彩鮮豔的香菇
絕對、不能吃！！"	"Brightly-colored mushrooms are
forbidden!"	"…화려한 색의 버섯
안 돼, 절대!!"
10062	"手軽にできるんやったら
私もやりたーい"	"簡單料理一下就能作成這樣的話，
我也想作作看──"	If it's that easy, I want to try too.	"간단히 되는 거라모
내도 해보고 싶다~"
10063	"うんうん
どんなデザインにするの？"	"嗯嗯
要做怎樣的設計啊？"	"Mhm.
What kind of design are you doing?"	"응, 응
어떤 디자인으로 할 거야?"
10064	"おいもさんやろ～
あとは　サンマとか
ジビエもええなぁ～"	"首先要有地瓜～～
再來是，秋刀魚
或野味也不錯耶～～"	"Maybe sweet potato?
Or saury?
Or game meats?"	"고구마 좋제~
꽁치도 좋고
지비에도 괜찮데이~"
10065	"モンブランに
かぼちゃのババロア…
秋スイーツ　食べたいなぁ"	"好想吃秋天的甜點喔，
像是蒙布朗
還有巴伐利亞南瓜奶凍……"	"Mont blanc... Pumpkin baravois...
I want to eat all the autumn desserts."	"몽블랑하고
호박 바바루아…
가을 디저트 먹고 싶다"
10066	"綺麗だな
いつまでも眺めてられる"	"好漂亮喔
可以就這樣子一直盯著看呢。"	"It's so beautiful.
I can stay staring forever."	"예쁘네
한없이 바라보고 싶어진다"
10067	"おぉー！
このススキが揺れる音も
いいんだよなぁ"	"哦哦──！
芒草在搖晃的聲音
聽起來也很感性嘛。"	"Listen to that!
The sound of the silver grass
is so nice."	"오오~!
억새가 흔들리는 소리도
꽤 좋은걸"
10068	"こんな夜にぴったりの
みたらし団子をどうぞー"	"請吃跟這種夜晚最搭的
甜醬油糰子吧──"	"Soy-glazed dango is perfect for
a night like this."	"이런 밤에 딱 어울리는
미타라시 당고를 드세요~"
10069	"お月見しながら
あったかい
お茶で　ひと息つくか"	"一邊賞月
一邊喝杯熱茶
休息一下吧。"	"I'll rest with a cup of tea
under the moon."	"달구경 하면서
따뜻한 차를
마시고 한숨 돌릴까"
10070	"ほんとにでかいな
落ちてきそうだ"	"真的好大喔
感覺會掉下來耶。"	"It's gigantic.
Feels like it'll fall..."	"진짜 크네
떨어질 거 같다"
10071	"…なんや　月見うどんに
見えてきたわ"	"……總覺得，
越看越像月見烏龍麵了。"	"What's that? I see poached egg
udon."	"…뭐꼬, 츠키미 우동처럼
보인다 아이가"
10072	"ほんまやね
ストック　持ってこよかー"	"真的耶，
那我再拿一些庫存過來吧──"	"It's true.
Should I bring the stock?"	"참말이네
비축품 갖고 오까~"
10073	"もしなさそうなら
店までひとっ走りするぜ！
…リンがな"	"要是沒有的話
就跑一趟商店吧！
……我是說澟。"	"If we don't have it, we can run
to the store! Well, Rin can."	"혹시 없을 거 같으면
가게까지 한걸음에 달려갔다 오지!
…린이"
10074	"味噌汁が
冷えた体に　染みわたる…！"	"味噌湯讓冰冷的身子
都暖起來了……！"	(Miso soup warms my cold body.)	"된장국이
차가운 몸속으로 퍼지고 있어…!"
10075	幸せやなぁ	好幸福喔。	I'm so happy.	행복하다~
10076	"おっしゃ　踏みに行こうぜ！
サクサクサクサクサクサク…"	"好耶，我們也快去踩吧！
沙沙沙沙……"	"Awesome, let's step in them!
The crunching sound is so fun!"	"좋았어, 밟으러 가보자고!
사박사박사박사박사박사박…"
10077	"ほんとだー
冷え込んでる証拠だねぇ"	"真的耶──
這表示真的冷到不行了。"	"It's true.
It's proof of how cold it is."	"정말이네~
날씨가 춥다는 증거구나"
10078	"とろーり半熟
目玉焼きを添えたら
パワーアップしそうだな"	"加上滑順半熟
荷包蛋的話
感覺變得更厲害了呢。"	"Soft boiled egg and a fried egg
together looks like a power couple."	"진득한 반숙
달걀프라이를 곁들이면
파워 업 할 것같은데"
10079	"アツアツほかほか
ごはんの上にのっけて
いただきまーす"	"把這個熱騰騰的
淋在白飯上，
我要開動了──"	"I'll put it on my rice while it's
still piping hot. Time to eat!"	"김이 모락모락 나는
따끈한 밥 위에 얹어
잘 먹겠습니다~"
10080	"チーズ乗せたら
罪の味だな"	"要是再放上起司的話
這味道可就犯罪了耶。"	"Putting cheese on it is
sinfully good..."	"치즈를 올리면
죄악감마저 드는 맛이지"
10081	"付け合せはマッシュポテトとか
よさそうやね"	"準備一些馬鈴薯泥當配菜
好像不錯呢。"	"Looks like it comes with mashed
potatoes or something."	"매시 포테이토도 곁들여 묵으면
좋을 기 같네"
10082	"はー　ぬっくぬくで
きもちええなぁ
これさえあれば　無敵やー"	"呼──好熱好暖和，
太舒服了。
只要有這個我就什麼都不怕了──"	"Ahh, it's so warm.
As long as you have this,
you're good to go."	"하~ 푹신해가
기분이 좋네
요거만 있으면 무적이다~"
10083	"あったけー！
肌ざわりがいいのも
たまらーん！"	"好暖和──！
摸起來又滑又順
真叫人受不了──！"	"So warm!
It feels amazing on my skin!"	"따뜻하네~!
촉감이 좋은 점도
아주 끝내줘~!"
10084	"それだけで
あんなにおいしいお鍋が
作れちゃうなんて　さすがだね"	"只用那些東西
就能做出這麼好吃的火鍋啊。
真厲害耶。"	"I'm impressed you can make such
delicious hotpot with only that."	"그것만으로도
그렇게 맛있는 전골을
만들 수 있다니, 역시 대단해"
10085	"いやいや
なんか　もっとあんだろ！"	"不不不，
還有其他的吧！"	No, it's like more like this, right?	"그거 말고
뭔가 더 좋은 그런 거 있잖아!"
10086	"足元　気をつけろよ
コケたら大変だからな"	"要小心腳踩的地方喔
在這裡滑倒那可就麻煩了。"	"Watch your step.
It'll hurt if you trip."	"발밑 조심해
그을리면 큰일이니까"
