id	level	name_text_id	description_text_id	exp	category	invoke_type	invoke_count	area_type	area_param1	area_param2	area_param3	erase_score	skill_type	skill_param1	skill_param2	skill_param3	limit_count
10144	1	91	169	200	1		19	12					30	3	1	4	
10144	2	91	169	1000	1		18	12					30	3	1	4	
10144	3	91	169	2500	1		17	12					30	4	1	4	
10144	4	91	169	5000	1		16	12					30	4	1	4	
10144	5	91	169		1		15	12					30	5	1	4	
10145	1	91	193	200	1		16	12					27	1	7		
10145	2	91	193	1000	1		15	12					27	1	7		
10145	3	91	193	2500	1		14	12					27	1	8		
10145	4	91	193	5000	1		13	12					27	1	8		
10145	5	91	193		1		12	12					27	1	9		
10146	1	91	145	200	1		14	12					9	1	6		
10146	2	91	145	1000	1		13	12					9	1	6		
10146	3	91	145	2500	1		12	12					9	1	7		
10146	4	91	145	5000	1		11	12					9	1	7		
10146	5	91	145		1		10	12					9	1	8		
10147	1	91	152	200	1		17	12					26	1	3		
10147	2	91	152	1000	1		16	12					26	1	3		
10147	3	91	152	2500	1		15	12					26	1	4		
10147	4	91	152	5000	1		14	12					26	1	4		
10147	5	91	152		1		13	12					26	1	5		
10148	1	91	218	200	1		18	12					5	6	8	7	
10148	2	91	218	1000	1		17	12					5	6	8	7	
10148	3	91	218	2500	1		16	12					5	6	8	8	
10148	4	91	218	5000	1		15	12					5	6	8	8	
10148	5	91	218		1		14	12					5	6	8	9	
10149	1	91	164	200	1		19	12					25	3	1	4	
10149	2	91	164	1000	1		18	12					25	3	1	4	
10149	3	91	164	2500	1		17	12					25	4	1	4	
10149	4	91	164	5000	1		16	12					25	4	1	4	
10149	5	91	164		1		15	12					25	5	1	4	
10150	1	91	219	200	1		16	12					49		3		
10150	2	91	219	1000	1		15	12					49		3		
10150	3	91	219	2500	1		14	12					49		4		
10150	4	91	219	5000	1		13	12					49		4		
10150	5	91	219		1		12	12					49		5		
10151	1	91	220	200	1		15	12					48	3	10		
10151	2	91	220	1000	1		14	12					48	3	10		
10151	3	91	220	2500	1		13	12					48	4	15		
10151	4	91	220	5000	1		12	12					48	4	15		
10151	5	91	220		1		11	12					48	5	20		
10152	1	91	98	200	1		17	1		1		1000					
10152	2	91	98	1000	1		16	1		1		1500					
10152	3	91	98	2500	1		15	1		1		2000					
10152	4	91	98	5000	1		14	1		1		2500					
10152	5	91	98		1		13	1		1		3000					
10153	1	91	107	200	1		17	12					1	2500			
10153	2	91	107	1000	1		16	12					1	3000			
10153	3	91	107	2500	1		15	12					1	3500			
10153	4	91	107	5000	1		14	12					1	4000			
10153	5	91	107		1		13	12					1	5000			
10154	1	91	151	200	1		18	12					16	1	10	1	
10154	2	91	151	1000	1		17	12					16	1	10	1	
10154	3	91	151	2500	1		16	12					16	1	10	1	
10154	4	91	151	5000	1		15	12					16	1	10	1	
10154	5	91	151		1		14	12					16	2	15	1	
10155	1	91	142	200	1		16	12					6	1	6	16	
10155	2	91	142	1000	1		15	12					6	1	6	16	
10155	3	91	142	2500	1		14	12					6	1	7	16	
10155	4	91	142	5000	1		13	12					6	1	7	16	
10155	5	91	142		1		12	12					6	1	8	16	
10156	1	91	109	200	1		15	12					4	1	1		
10156	2	91	109	1000	1		14	12					4	1	1		
10156	3	91	109	2500	1		13	12					4	1	1		
10156	4	91	109	5000	1		12	12					4	1	1		
10156	5	91	109		1		11	12					4	2	1		
10157	1	91	193	200	1		16	12					27	1	7		
10157	2	91	193	1000	1		15	12					27	1	7		
10157	3	91	193	2500	1		14	12					27	1	8		
10157	4	91	193	5000	1		13	12					27	1	8		
10157	5	91	193		1		12	12					27	1	9		
10158	1	91	98	200	1		17	1		1		1000					
10158	2	91	98	1000	1		16	1		1		1500					
10158	3	91	98	2500	1		15	1		1		2000					
10158	4	91	98	5000	1		14	1		1		2500					
10158	5	91	98		1		13	1		1		3000					
10159	1	91	160	200	1		18	4	1				24	1			
10159	2	91	160	1000	1		17	4	1				24	1			
10159	3	91	160	2500	1		16	4	1				24	1			
10159	4	91	160	5000	1		15	4	1				24	1			
10159	5	91	160		1		14	4	2				24	1			
10160	1	91	97	200	1		15	12					3				
10160	2	91	97	1000	1		14	12					3				
10160	3	91	97	2500	1		13	12					3				
10160	4	91	97	5000	1		12	12					3				
10160	5	91	97		1		11	12					3				
10161	1	91	221	200	1		18	12					5	17	2	7	
10161	2	91	221	1000	1		17	12					5	17	2	7	
10161	3	91	221	2500	1		16	12					5	17	2	8	
10161	4	91	221	5000	1		15	12					5	17	2	8	
10161	5	91	221		1		14	12					5	17	2	9	
10162	1	91	100	200	1		16	3		1		1000					
10162	2	91	100	1000	1		15	3		1		1200					
10162	3	91	100	2500	1		14	3		1		1400					
10162	4	91	100	5000	1		13	3		1		1600					
10162	5	91	100		1		12	3		1		2000					
10163	1	91	186	200	1		16	12					33	10	16		
10163	2	91	186	1000	1		15	12					33	12	16		
10163	3	91	186	2500	1		14	12					33	14	16		
10163	4	91	186	5000	1		13	12					33	16	16		
10163	5	91	186		1		12	12					33	20	16		
10164	1	91	93	200	1		18			1		1000					
10164	2	91	93	1000	1		17			1		1500					
10164	3	91	93	2500	1		16			1		2000					
10164	4	91	93	5000	1		15			1		2500					
10164	5	91	93		1		14			1		3000					
10165	1	91	173	200	1		19	12					29	3	1	2	
10165	2	91	173	1000	1		18	12					29	3	1	2	
10165	3	91	173	2500	1		17	12					29	4	1	2	
10165	4	91	173	5000	1		16	12					29	4	1	2	
10165	5	91	173		1		15	12					29	5	1	2	
10166	1	91	215	200	1		19	12					5	15	16	7	
10166	2	91	215	1000	1		18	12					5	15	16	7	
10166	3	91	215	2500	1		17	12					5	15	16	8	
10166	4	91	215	5000	1		16	12					5	15	16	8	
10166	5	91	215		1		15	12					5	15	16	9	
10167	1	91	128	200	1		17	12					5	4	8	7	
10167	2	91	128	1000	1		16	12					5	4	8	7	
10167	3	91	128	2500	1		15	12					5	4	8	8	
10167	4	91	128	5000	1		14	12					5	4	8	8	
10167	5	91	128		1		13	12					5	4	8	9	
10168	1	91	111	200	1		15	12					4	1	4		
10168	2	91	111	1000	1		14	12					4	1	4		
10168	3	91	111	2500	1		13	12					4	1	4		
10168	4	91	111	5000	1		12	12					4	1	4		
10168	5	91	111		1		11	12					4	2	4		
10169	1	91	104	200	1		15	10	8	6		1000					
10169	2	91	104	1000	1		14	10	8	6		1200					
10169	3	91	104	2500	1		13	10	8	7		1400					
10169	4	91	104	5000	1		12	10	8	7		1600					
10169	5	91	104		1		11	10	8	8		2000					
10170	1	91	107	200	1		17	12					1	2500			
10170	2	91	107	1000	1		16	12					1	3000			
10170	3	91	107	2500	1		15	12					1	3500			
10170	4	91	107	5000	1		14	12					1	4000			
10170	5	91	107		1		13	12					1	5000			
10171	1	91	119	200	1		17	12					5	4	2	7	
10171	2	91	119	1000	1		16	12					5	4	2	7	
10171	3	91	119	2500	1		15	12					5	4	2	8	
10171	4	91	119	5000	1		14	12					5	4	2	8	
10171	5	91	119		1		13	12					5	4	2	9	
10172	1	91	140	200	1		16	12					6	1	6	2	
10172	2	91	140	1000	1		15	12					6	1	6	2	
10172	3	91	140	2500	1		14	12					6	1	7	2	
10172	4	91	140	5000	1		13	12					6	1	7	2	
10172	5	91	140		1		12	12					6	1	8	2	
10173	1	91	149	200	1		18	12					15	1	10	1	
10173	2	91	149	1000	1		17	12					15	1	10	1	
10173	3	91	149	2500	1		16	12					15	2	15	2	
10173	4	91	149	5000	1		15	12					15	2	15	2	
10173	5	91	149		1		14	12					15	3	20	3	
10174	1	91	97	200	1		15	12					3				
10174	2	91	97	1000	1		14	12					3				
10174	3	91	97	2500	1		13	12					3				
10174	4	91	97	5000	1		12	12					3				
10174	5	91	97		1		11	12					3				
10175	1	91	114	200	1		17	12					5	2	1	7	
10175	2	91	114	1000	1		16	12					5	2	1	7	
10175	3	91	114	2500	1		15	12					5	2	1	8	
10175	4	91	114	5000	1		14	12					5	2	1	8	
10175	5	91	114		1		13	12					5	2	1	9	
10176	1	91	102	200	1		15	10	1	6		1000					
10176	2	91	102	1000	1		14	10	1	6		1200					
10176	3	91	102	2500	1		13	10	1	7		1400					
10176	4	91	102	5000	1		12	10	1	7		1600					
10176	5	91	102		1		11	10	1	8		2000					
10177	1	91	153	200	1		20	12					28	5	1		
10177	2	91	153	1000	1		19	12					28	5	1		
10177	3	91	153	2500	1		18	12					28	6	1		
10177	4	91	153	5000	1		17	12					28	6	1		
10177	5	91	153		1		16	12					28	7	1		
10178	1	91	141	200	1		16	12					6	1	6	4	
10178	2	91	141	1000	1		15	12					6	1	6	4	
10178	3	91	141	2500	1		14	12					6	1	7	4	
10178	4	91	141	5000	1		13	12					6	1	7	4	
10178	5	91	141		1		12	12					6	1	8	4	
10179	1	91	214	200	1		19	12					5	23	8	7	
10179	2	91	214	1000	1		18	12					5	23	8	7	
10179	3	91	214	2500	1		17	12					5	23	8	8	
10179	4	91	214	5000	1		16	12					5	23	8	8	
10179	5	91	214		1		15	12					5	23	8	9	
10180	1	91	153	200	1		20	12					28	5	1		
10180	2	91	153	1000	1		19	12					28	5	1		
10180	3	91	153	2500	1		18	12					28	6	1		
10180	4	91	153	5000	1		17	12					28	6	1		
10180	5	91	153		1		16	12					28	7	1		
10181	1	91	151	200	1		18	12					16	1	10	1	
10181	2	91	151	1000	1		17	12					16	1	10	1	
10181	3	91	151	2500	1		16	12					16	1	10	1	
10181	4	91	151	5000	1		15	12					16	1	10	1	
10181	5	91	151		1		14	12					16	2	15	1	
10182	1	91	149	200	1		18	12					15	1	10	1	
10182	2	91	149	1000	1		17	12					15	1	10	1	
10182	3	91	149	2500	1		16	12					15	2	15	2	
10182	4	91	149	5000	1		15	12					15	2	15	2	
10182	5	91	149		1		14	12					15	3	20	3	
10183	1	91	129	200	1		17	12					5	16	8	7	
10183	2	91	129	1000	1		16	12					5	16	8	7	
10183	3	91	129	2500	1		15	12					5	16	8	8	
10183	4	91	129	5000	1		14	12					5	16	8	8	
10183	5	91	129		1		13	12					5	16	8	9	
10184	1	91	112	200	1		15	12					4	1	8		
10184	2	91	112	1000	1		14	12					4	1	8		
10184	3	91	112	2500	1		13	12					4	1	8		
10184	4	91	112	5000	1		12	12					4	1	8		
10184	5	91	112		1		11	12					4	2	8		
10185	1	91	111	200	1		15	12					4	1	4		
10185	2	91	111	1000	1		14	12					4	1	4		
10185	3	91	111	2500	1		13	12					4	1	4		
10185	4	91	111	5000	1		12	12					4	1	4		
10185	5	91	111		1		11	12					4	2	4		
10186	1	91	104	200	1		15	10	8	6		1000					
10186	2	91	104	1000	1		14	10	8	6		1200					
10186	3	91	104	2500	1		13	10	8	7		1400					
10186	4	91	104	5000	1		12	10	8	7		1600					
10186	5	91	104		1		11	10	8	8		2000					
10187	1	91	107	200	1		17	12					1	2500			
10187	2	91	107	1000	1		16	12					1	3000			
10187	3	91	107	2500	1		15	12					1	3500			
10187	4	91	107	5000	1		14	12					1	4000			
10187	5	91	107		1		13	12					1	5000			
10188	1	91	119	200	1		17	12					5	4	2	7	
10188	2	91	119	1000	1		16	12					5	4	2	7	
10188	3	91	119	2500	1		15	12					5	4	2	8	
10188	4	91	119	5000	1		14	12					5	4	2	8	
10188	5	91	119		1		13	12					5	4	2	9	
10189	1	91	140	200	1		16	12					6	1	6	2	
10189	2	91	140	1000	1		15	12					6	1	6	2	
10189	3	91	140	2500	1		14	12					6	1	7	2	
10189	4	91	140	5000	1		13	12					6	1	7	2	
10189	5	91	140		1		12	12					6	1	8	2	
10190	1	91	149	200	1		18	12					15	1	10	1	
10190	2	91	149	1000	1		17	12					15	1	10	1	
10190	3	91	149	2500	1		16	12					15	2	15	2	
10190	4	91	149	5000	1		15	12					15	2	15	2	
10190	5	91	149		1		14	12					15	3	20	3	
10191	1	91	97	200	1		15	12					3				
10191	2	91	97	1000	1		14	12					3				
10191	3	91	97	2500	1		13	12					3				
10191	4	91	97	5000	1		12	12					3				
10191	5	91	97		1		11	12					3				
10192	1	91	114	200	1		17	12					5	2	1	7	
10192	2	91	114	1000	1		16	12					5	2	1	7	
10192	3	91	114	2500	1		15	12					5	2	1	8	
10192	4	91	114	5000	1		14	12					5	2	1	8	
10192	5	91	114		1		13	12					5	2	1	9	
10193	1	91	102	200	1		15	10	1	6		1000					
10193	2	91	102	1000	1		14	10	1	6		1200					
10193	3	91	102	2500	1		13	10	1	7		1400					
10193	4	91	102	5000	1		12	10	1	7		1600					
10193	5	91	102		1		11	10	1	8		2000					
10194	1	91	153	200	1		20	12					28	5	1		
10194	2	91	153	1000	1		19	12					28	5	1		
10194	3	91	153	2500	1		18	12					28	6	1		
10194	4	91	153	5000	1		17	12					28	6	1		
10194	5	91	153		1		16	12					28	7	1		
10195	1	91	141	200	1		16	12					6	1	6	4	
10195	2	91	141	1000	1		15	12					6	1	6	4	
10195	3	91	141	2500	1		14	12					6	1	7	4	
10195	4	91	141	5000	1		13	12					6	1	7	4	
10195	5	91	141		1		12	12					6	1	8	4	
10196	1	91	214	200	1		19	12					5	23	8	7	
10196	2	91	214	1000	1		18	12					5	23	8	7	
10196	3	91	214	2500	1		17	12					5	23	8	8	
10196	4	91	214	5000	1		16	12					5	23	8	8	
10196	5	91	214		1		15	12					5	23	8	9	
10197	1	91	153	200	1		20	12					28	5	1		
10197	2	91	153	1000	1		19	12					28	5	1		
10197	3	91	153	2500	1		18	12					28	6	1		
10197	4	91	153	5000	1		17	12					28	6	1		
10197	5	91	153		1		16	12					28	7	1		
10198	1	91	151	200	1		18	12					16	1	10	1	
10198	2	91	151	1000	1		17	12					16	1	10	1	
10198	3	91	151	2500	1		16	12					16	1	10	1	
10198	4	91	151	5000	1		15	12					16	1	10	1	
10198	5	91	151		1		14	12					16	2	15	1	
10199	1	91	149	200	1		18	12					15	1	10	1	
10199	2	91	149	1000	1		17	12					15	1	10	1	
10199	3	91	149	2500	1		16	12					15	2	15	2	
10199	4	91	149	5000	1		15	12					15	2	15	2	
10199	5	91	149		1		14	12					15	3	20	3	
10200	1	91	129	200	1		17	12					5	16	8	7	
10200	2	91	129	1000	1		16	12					5	16	8	7	
10200	3	91	129	2500	1		15	12					5	16	8	8	
10200	4	91	129	5000	1		14	12					5	16	8	8	
10200	5	91	129		1		13	12					5	16	8	9	
19001	1	91	100	200	1		19	3		1		1000					
19001	2	91	100	1000	1		18	3		1		1200					
19001	3	91	100	2500	1		17	3		1		1400					
19001	4	91	100	5000	1		16	3		1		1600					
19001	5	91	100		1		15	3		1		2000					
19002	1	91	160	200	1		20	4	1				24	1			
19002	2	91	160	1000	1		19	4	1				24	1			
19002	3	91	160	2500	1		18	4	1				24	1			
19002	4	91	160	5000	1		17	4	1				24	1			
19002	5	91	160		1		16	4	2				24	1			
19003	1	91	149	200	1		19	12					15	1	10	1	
19003	2	91	149	1000	1		18	12					15	1	10	1	
19003	3	91	149	2500	1		17	12					15	1	10	1	
19003	4	91	149	5000	1		16	12					15	1	10	1	
19003	5	91	149		1		15	12					15	2	15	1	
19004	1	91	97	200	1		17	12					3				
19004	2	91	97	1000	1		16	12					3				
19004	3	91	97	2500	1		15	12					3				
19004	4	91	97	5000	1		14	12					3				
19004	5	91	97		1		13	12					3				
19005	1	91	139	200	1		16	12					6	1	6	1	
19005	2	91	139	1000	1		15	12					6	1	6	1	
19005	3	91	139	2500	1		14	12					6	1	7	1	
19005	4	91	139	5000	1		13	12					6	1	7	1	
19005	5	91	139		1		12	12					6	1	8	1	
20001	1	91	215	200	1		19	12					5	15	16	7	
20001	2	91	215	1000	1		18	12					5	15	16	7	
20001	3	91	215	2500	1		17	12					5	15	16	8	
20001	4	91	215	5000	1		16	12					5	15	16	8	
20001	5	91	215		1		15	12					5	15	16	9	
20002	1	91	143	200	1		16	12					7				
20002	2	91	143	1000	1		15	12					7				
20002	3	91	143	2500	1		14	12					7				
20002	4	91	143	5000	1		13	12					7				
20002	5	91	143		1		12	12					7				
20003	1	91	97	200	1		15	12					3				
20003	2	91	97	1000	1		14	12					3				
20003	3	91	97	2500	1		13	12					3				
20003	4	91	97	5000	1		12	12					3				
20003	5	91	97		1		11	12					3				
20004	1	91	160	200	1		18	4	1				24	1			
20004	2	91	160	1000	1		17	4	1				24	1			
20004	3	91	160	2500	1		16	4	1				24	1			
20004	4	91	160	5000	1		15	4	1				24	1			
20004	5	91	160		1		14	4	2				24	1			
20005	1	91	100	200	1		19	3		1		1000					
20005	2	91	100	1000	1		18	3		1		1200					
20005	3	91	100	2500	1		17	3		1		1400					
20005	4	91	100	5000	1		16	3		1		1600					
20005	5	91	100		1		15	3		1		2000					
20006	1	91	106	200	1		15	11	5			1000					
20006	2	91	106	1000	1		14	11	5			1200					
20006	3	91	106	2500	1		13	11	6			1400					
20006	4	91	106	5000	1		12	11	6			1600					
20006	5	91	106		1		11	11	7			2000					
20007	1	91	197	200	1		16	12					27	16	7		
20007	2	91	197	1000	1		15	12					27	16	7		
20007	3	91	197	2500	1		14	12					27	16	8		
20007	4	91	197	5000	1		13	12					27	16	8		
20007	5	91	197		1		12	12					27	16	9		
20008	1	91	151	200	1		18	12					16	1	10	1	
20008	2	91	151	1000	1		17	12					16	1	10	1	
20008	3	91	151	2500	1		16	12					16	1	10	1	
20008	4	91	151	5000	1		15	12					16	1	10	1	
20008	5	91	151		1		14	12					16	2	15	1	
20009	1	91	194	200	1		16	12					27	2	7		
20009	2	91	194	1000	1		15	12					27	2	7		
20009	3	91	194	2500	1		14	12					27	2	8		
20009	4	91	194	5000	1		13	12					27	2	8		
20009	5	91	194		1		12	12					27	2	9		
20010	1	91	106	200	1		15	11	5			1000					
20010	2	91	106	1000	1		14	11	5			1200					
20010	3	91	106	2500	1		13	11	6			1400					
20010	4	91	106	5000	1		12	11	6			1600					
20010	5	91	106		1		11	11	7			2000					
20011	1	91	103	200	1		15	10	4	6		1000					
20011	2	91	103	1000	1		14	10	4	6		1200					
20011	3	91	103	2500	1		13	10	4	7		1400					
20011	4	91	103	5000	1		12	10	4	7		1600					
20011	5	91	103		1		11	10	4	8		2000					
20012	1	91	160	200	1		18	4	1				24	1			
20012	2	91	160	1000	1		17	4	1				24	1			
20012	3	91	160	2500	1		16	4	1				24	1			
20012	4	91	160	5000	1		15	4	1				24	1			
20012	5	91	160		1		14	4	2				24	1			
20013	1	91	94	200	1		13	10	2	8		1000					
20013	2	91	94	1000	1		12	10	2	9		1500					
20013	3	91	94	2500	1		11	10	2	10		2000					
20013	4	91	94	5000	1		10	10	2	11		2500					
20013	5	91	94		1		9	10	2	12		3000					
20014	1	91	153	200	1		20	12					28	5	1		
20014	2	91	153	1000	1		19	12					28	5	1		
20014	3	91	153	2500	1		18	12					28	6	1		
20014	4	91	153	5000	1		17	12					28	6	1		
20014	5	91	153		1		16	12					28	7	1		
20015	1	91	100	200	1		19	3		1		1000					
20015	2	91	100	1000	1		18	3		1		1200					
20015	3	91	100	2500	1		17	3		1		1400					
20015	4	91	100	5000	1		16	3		1		1600					
20015	5	91	100		1		15	3		1		2000					
20016	1	91	149	200	1		18	12					15	1	10	1	
20016	2	91	149	1000	1		17	12					15	1	10	1	
20016	3	91	149	2500	1		16	12					15	2	15	2	
20016	4	91	149	5000	1		15	12					15	2	15	2	
20016	5	91	149		1		14	12					15	3	20	3	
20017	1	91	97	200	1		15	12					3				
20017	2	91	97	1000	1		14	12					3				
20017	3	91	97	2500	1		13	12					3				
20017	4	91	97	5000	1		12	12					3				
20017	5	91	97		1		11	12					3				
20018	1	91	143	200	1		16	12					7				
20018	2	91	143	1000	1		15	12					7				
20018	3	91	143	2500	1		14	12					7				
20018	4	91	143	5000	1		13	12					7				
20018	5	91	143		1		12	12					7				
20019	1	91	102	200	1		15	10	1	6		1000					
20019	2	91	102	1000	1		14	10	1	6		1200					
20019	3	91	102	2500	1		13	10	1	7		1400					
20019	4	91	102	5000	1		12	10	1	7		1600					
20019	5	91	102		1		11	10	1	8		2000					
20020	1	91	149	200	1		18	12					15	1	10	1	
20020	2	91	149	1000	1		17	12					15	1	10	1	
20020	3	91	149	2500	1		16	12					15	2	15	2	
20020	4	91	149	5000	1		15	12					15	2	15	2	
20020	5	91	149		1		14	12					15	3	20	3	
20021	1	91	151	200	1		18	12					16	1	10	1	
20021	2	91	151	1000	1		17	12					16	1	10	1	
20021	3	91	151	2500	1		16	12					16	1	10	1	
20021	4	91	151	5000	1		15	12					16	1	10	1	
20021	5	91	151		1		14	12					16	2	15	1	
20022	1	91	104	200	1		15	10	8	6		1000					
20022	2	91	104	1000	1		14	10	8	6		1200					
20022	3	91	104	2500	1		13	10	8	7		1400					
20022	4	91	104	5000	1		12	10	8	7		1600					
20022	5	91	104		1		11	10	8	8		2000					
20023	1	91	160	200	1		18	4	1				24	1			
20023	2	91	160	1000	1		17	4	1				24	1			
20023	3	91	160	2500	1		16	4	1				24	1			
20023	4	91	160	5000	1		15	4	1				24	1			
20023	5	91	160		1		14	4	2				24	1			
20024	1	91	123	200	1		17	12					5	2	4	7	
20024	2	91	123	1000	1		16	12					5	2	4	7	
20024	3	91	123	2500	1		15	12					5	2	4	8	
20024	4	91	123	5000	1		14	12					5	2	4	8	
20024	5	91	123		1		13	12					5	2	4	9	
20029	1	91	101	200	1		20	4	1			1000					
20029	2	91	101	1000	1		19	4	1			2000					
20029	3	91	101	2500	1		18	4	1			3000					
20029	4	91	101	5000	1		17	4	1			4000					
20029	5	91	101		1		17	4	2			5000					
20030	1	91	102	200	1		15	10	1	6		1000					
20030	2	91	102	1000	1		14	10	1	6		2000					
20030	3	91	102	2500	1		13	10	1	7		3000					
20030	4	91	102	5000	1		12	10	1	7		4000					
20030	5	91	102		1		11	10	1	8		5000					
20031	1	91	172	200	1		19	12					29	3	1	1	
20031	2	91	172	1000	1		18	12					29	3	1	1	
20031	3	91	172	2500	1		17	12					29	4	1	1	
20031	4	91	172	5000	1		16	12					29	4	1	1	
20031	5	91	172		1		15	12					29	5	1	1	
20032	1	91	197	200	1		16	12					27	16	7		
20032	2	91	197	1000	1		15	12					27	16	7		
20032	3	91	197	2500	1		14	12					27	16	8		
20032	4	91	197	5000	1		13	12					27	16	8		
20032	5	91	197		1		12	12					27	16	9		
20033	1	91	97	200	1		15	12					3				
20033	2	91	97	1000	1		14	12					3				
20033	3	91	97	2500	1		13	12					3				
20033	4	91	97	5000	1		12	12					3				
20033	5	91	97		1		11	12					3				
20034	1	91	94	200	1		15	10	2	6		1000					
20034	2	91	94	1000	1		14	10	2	6		2000					
20034	3	91	94	2500	1		13	10	2	7		3000					
20034	4	91	94	5000	1		12	10	2	7		4000					
20034	5	91	94		1		11	10	2	8		5000					
20035	1	91	147	200	1		14	12					12	1	6		
20035	2	91	147	1000	1		13	12					12	1	6		
20035	3	91	147	2500	1		12	12					12	1	7		
20035	4	91	147	5000	1		11	12					12	1	7		
20035	5	91	147		1		10	12					12	1	8		
20036	1	91	194	200	1		16	12					27	2	7		
20036	2	91	194	1000	1		15	12					27	2	7		
20036	3	91	194	2500	1		14	12					27	2	8		
20036	4	91	194	5000	1		13	12					27	2	8		
20036	5	91	194		1		12	12					27	2	9		
20037	1	91	99	200	1		19	2		1		1000					
20037	2	91	99	1000	1		18	2		1		2000					
20037	3	91	99	2500	1		17	2		1		3000					
20037	4	91	99	5000	1		16	2		1		4000					
20037	5	91	99		1		15	2		1		5000					
20038	1	91	93	200	1		19			1		1000					
20038	2	91	93	1000	1		18			1		2000					
20038	3	91	93	2500	1		17			1		3000					
20038	4	91	93	5000	1		16			1		4000					
20038	5	91	93		1		15			1		5000					
20039	1	91	152	200	1		17	12					26	1	3		
20039	2	91	152	1000	1		16	12					26	1	3		
20039	3	91	152	2500	1		15	12					26	1	4		
20039	4	91	152	5000	1		14	12					26	1	4		
20039	5	91	152		1		13	12					26	1	5		
20040	1	91	100	200	1		19	3		1		1000					
20040	2	91	100	1000	1		18	3		1		2000					
20040	3	91	100	2500	1		17	3		1		3000					
20040	4	91	100	5000	1		16	3		1		4000					
20040	5	91	100		1		15	3		1		5000					
20041	1	91	173	200	1		19	12					29	3	1	2	
20041	2	91	173	1000	1		18	12					29	3	1	2	
20041	3	91	173	2500	1		17	12					29	4	1	2	
20041	4	91	173	5000	1		16	12					29	4	1	2	
20041	5	91	173		1		15	12					29	5	1	2	
20042	1	91	105	200	1		15	10	16	6		1000					
20042	2	91	105	1000	1		14	10	16	6		2000					
20042	3	91	105	2500	1		13	10	16	7		3000					
20042	4	91	105	5000	1		12	10	16	7		4000					
20042	5	91	105		1		11	10	16	8		5000					
20043	1	91	195	200	1		16	12					27	4	7		
20043	2	91	195	1000	1		15	12					27	4	7		
20043	3	91	195	2500	1		14	12					27	4	8		
20043	4	91	195	5000	1		13	12					27	4	8		
20043	5	91	195		1		12	12					27	4	9		
20044	1	91	108	200	1		17	12					2	2	10		1
20044	2	91	108	1000	1		16	12					2	4	15		1
20044	3	91	108	2500	1		15	12					2	6	20		1
20044	4	91	108	5000	1		14	12					2	8	25		1
20044	5	91	108		1		13	12					2	10	30		1
20045	1	91	106	200	1		15	11	5			1000					
20045	2	91	106	1000	1		14	11	5			2000					
20045	3	91	106	2500	1		13	11	6			3000					
20045	4	91	106	5000	1		12	11	6			4000					
20045	5	91	106		1		11	11	7			5000					
20046	1	91	174	200	1		19	12					29	3	1	4	
20046	2	91	174	1000	1		18	12					29	3	1	4	
20046	3	91	174	2500	1		17	12					29	4	1	4	
20046	4	91	174	5000	1		16	12					29	4	1	4	
20046	5	91	174		1		15	12					29	5	1	4	
20047	1	91	103	200	1		15	10	4	6		1000					
20047	2	91	103	1000	1		14	10	4	6		2000					
20047	3	91	103	2500	1		13	10	4	7		3000					
20047	4	91	103	5000	1		12	10	4	7		4000					
20047	5	91	103		1		11	10	4	8		5000					
20048	1	91	175	200	1		19	12					29	3	1	8	
20048	2	91	175	1000	1		18	12					29	3	1	8	
20048	3	91	175	2500	1		17	12					29	4	1	8	
20048	4	91	175	5000	1		16	12					29	4	1	8	
20048	5	91	175		1		15	12					29	5	1	8	
20049	1	91	143	200	1		16	12					7				
20049	2	91	143	1000	1		15	12					7				
20049	3	91	143	2500	1		14	12					7				
20049	4	91	143	5000	1		13	12					7				
20049	5	91	143		1		12	12					7				
20050	1	91	104	200	1		15	10	8	6		1000					
20050	2	91	104	1000	1		14	10	8	6		2000					
20050	3	91	104	2500	1		13	10	8	7		3000					
20050	4	91	104	5000	1		12	10	8	7		4000					
20050	5	91	104		1		11	10	8	8		5000					
20051	1	91	176	200	1		19	12					29	3	1	16	
20051	2	91	176	1000	1		18	12					29	3	1	16	
20051	3	91	176	2500	1		17	12					29	4	1	16	
20051	4	91	176	5000	1		16	12					29	4	1	16	
20051	5	91	176		1		15	12					29	5	1	16	
30001	1	91	163	200	1		19	12					25	3	1	2	
30001	2	91	163	1000	1		18	12					25	3	1	2	
30001	3	91	163	2500	1		17	12					25	4	1	2	
30001	4	91	163	5000	1		16	12					25	4	1	2	
30001	5	91	163		1		15	12					25	5	1	2	
30002	1	91	196	200	1		16	12					27	8	7		
30002	2	91	196	1000	1		15	12					27	8	7		
30002	3	91	196	2500	1		14	12					27	8	8		
30002	4	91	196	5000	1		13	12					27	8	8		
30002	5	91	196		1		12	12					27	8	9		
30003	1	91	136	200	1		18	12					5	24	4	7	
30003	2	91	136	1000	1		17	12					5	24	4	7	
30003	3	91	136	2500	1		16	12					5	24	4	8	
30003	4	91	136	5000	1		15	12					5	24	4	8	
30003	5	91	136		1		14	12					5	24	4	9	
30004	1	91	104	200	1		15	10	8	6		1000					
30004	2	91	104	1000	1		14	10	8	6		2000					
30004	3	91	104	2500	1		13	10	8	7		3000					
30004	4	91	104	5000	1		12	10	8	7		4000					
30004	5	91	104		1		11	10	8	8		5000					
30005	1	91	147	200	1		14	12					12	1	6		
30005	2	91	147	1000	1		13	12					12	1	6		
