id	type	target_id	message_text_id	motion_id	cond_type	cond_type2	cond1	cond2	cond3	cond_start_time	cond_end_time	cond_start_date	cond_end_date	leavetime	resource_id	gear_id	weight	response_id	response_min	response_max	is_sleeping	open_date	close_date
1137003	1	3	493	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1137	85060100	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1137004	1	4	696	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1137	85060100	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1137005	1	5	898	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1137	85060100	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138001	1	1	91	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060010	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138003	1	3	494	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060010	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138011	1	1	91	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060020	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138012	1	2	294	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060020	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138013	1	3	494	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060020	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138014	1	4	697	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060020	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138015	1	5	899	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060020	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138023	1	3	494	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060030	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138024	1	4	697	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060030	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138025	1	5	899	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060030	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138031	1	1	91	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060040	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138032	1	2	294	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060040	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138033	1	3	494	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060040	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138034	1	4	697	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060040	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138035	1	5	899	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060040	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138041	1	1	91	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060050	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138042	1	2	294	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060050	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138043	1	3	494	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060050	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138044	1	4	697	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060050	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138045	1	5	899	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060050	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138051	1	1	91	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060060	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138052	1	2	294	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060060	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138053	1	3	494	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060060	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138054	1	4	697	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060060	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138055	1	5	899	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060060	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138061	1	1	91	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060070	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138062	1	2	294	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060070	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138063	1	3	494	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060070	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138064	1	4	697	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060070	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138065	1	5	899	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060070	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138071	1	1	91	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060090	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138072	1	2	294	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060090	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138073	1	3	494	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060090	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138074	1	4	697	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060090	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1138075	1	5	899	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1138	85060090	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1139001	1	1	92	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1139	85060080	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1139002	1	2	295	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1139	85060080	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1139003	1	3	495	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1139	85060080	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1139004	1	4	698	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1139	85060080	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1139005	1	5	900	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1139	85060080	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1139011	1	1	92	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1139	85060110	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1139012	1	2	295	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1139	85060110	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1139013	1	3	495	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1139	85060110	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1139014	1	4	698	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1139	85060110	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1139015	1	5	900	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1139	85060110	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1140001	1	1	93	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1140	85070040	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1140002	1	2	296	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1140	85070040	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1140003	1	3	496	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1140	85070040	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1140004	1	4	699	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1140	85070040	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1140005	1	5	901	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1140	85070040	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1140011	1	1	93	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1140	85070070	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1140012	1	2	296	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1140	85070070	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1140013	1	3	496	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1140	85070070	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1140014	1	4	699	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1140	85070070	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1140015	1	5	901	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1140	85070070	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1140021	1	1	93	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1140	85070130	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1140022	1	2	296	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1140	85070130	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1140023	1	3	496	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1140	85070130	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1140024	1	4	699	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1140	85070130	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1140025	1	5	901	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1140	85070130	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141012	1	2	297	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070030	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141015	1	5	902	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070030	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141031	1	1	94	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070170	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141032	1	2	297	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070170	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141041	1	1	94	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070180	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141042	1	2	297	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070180	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141043	1	3	497	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070180	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141044	1	4	700	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070180	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141045	1	5	902	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070180	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141051	1	1	94	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070050	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141052	1	2	297	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070050	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141053	1	3	497	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070050	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141054	1	4	700	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070050	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141055	1	5	902	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070050	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141061	1	1	94	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070080	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141062	1	2	297	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070080	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141063	1	3	497	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070080	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141064	1	4	700	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070080	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141065	1	5	902	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070080	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141071	1	1	94	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070100	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141072	1	2	297	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070100	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141073	1	3	497	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070100	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141074	1	4	700	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070100	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141075	1	5	902	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070100	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141081	1	1	94	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070110	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141082	1	2	297	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070110	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141083	1	3	497	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070110	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141084	1	4	700	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070110	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141085	1	5	902	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070110	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141091	1	1	94	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070120	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141092	1	2	297	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070120	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141093	1	3	497	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070120	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141094	1	4	700	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070120	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1141095	1	5	902	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1141	85070120	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1142001	1	1	95	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1142	85070020	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1142002	1	2	298	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1142	85070020	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1142003	1	3	498	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1142	85070020	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1142004	1	4	701	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1142	85070020	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1142005	1	5	903	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1142	85070020	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1142011	1	1	95	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1142	85070140	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1142012	1	2	298	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1142	85070140	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1142013	1	3	498	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1142	85070140	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1142014	1	4	701	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1142	85070140	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1142015	1	5	903	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1142	85070140	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1142031	1	1	95	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1142	85070060	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1142032	1	2	298	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1142	85070060	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1142033	1	3	498	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1142	85070060	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1142034	1	4	701	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1142	85070060	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1142035	1	5	903	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1142	85070060	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1142041	1	1	95	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1142	85070090	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1142042	1	2	298	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1142	85070090	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1142043	1	3	498	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1142	85070090	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1142044	1	4	701	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1142	85070090	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1142045	1	5	903	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1142	85070090	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1143001	1	1	96	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1143	85090330	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1143002	1	2	299	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1143	85090330	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1143003	1	3	500	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1143	85090330	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1143004	1	4	702	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1143	85090330	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1143005	1	5	904	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1143	85090330	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1143011	1	1	96	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1143	85090400	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1143012	1	2	299	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1143	85090400	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1143013	1	3	500	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1143	85090400	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1143014	1	4	702	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1143	85090400	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1143015	1	5	905	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1143	85090400	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144001	1	1	98	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090340	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144002	1	2	301	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090340	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144003	1	3	501	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090340	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144004	1	4	98	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090340	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144005	1	5	300	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090340	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144011	1	1	98	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090350	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144012	1	2	301	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090350	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144013	1	3	501	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090350	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144014	1	4	98	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090350	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144015	1	5	300	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090350	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144021	1	1	98	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090360	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144022	1	2	301	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090360	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144023	1	3	501	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090360	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144024	1	4	98	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090360	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144025	1	5	300	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090360	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144031	1	1	98	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090370	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144032	1	2	301	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090370	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144033	1	3	501	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090370	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144034	1	4	98	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090370	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144035	1	5	300	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090370	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144041	1	1	98	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090380	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144042	1	2	301	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090380	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144043	1	3	501	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090380	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144044	1	4	98	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090380	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144045	1	5	300	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090380	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144051	1	1	98	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090390	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144052	1	2	301	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090390	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144053	1	3	501	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090390	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144054	1	4	98	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090390	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144055	1	5	300	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090390	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144061	1	1	98	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090840	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144062	1	2	301	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090840	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144063	1	3	501	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090840	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144064	1	4	98	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090840	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144065	1	5	300	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090840	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144071	1	1	98	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090850	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144072	1	2	301	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090850	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144073	1	3	501	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090850	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144074	1	4	98	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090850	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144075	1	5	300	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090850	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144081	1	1	98	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090860	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144082	1	2	301	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090860	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144083	1	3	501	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090860	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144084	1	4	98	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090860	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144085	1	5	300	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090860	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144091	1	1	98	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090870	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144092	1	2	301	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090870	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144093	1	3	501	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090870	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144094	1	4	98	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090870	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144095	1	5	300	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85090870	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144101	1	1	98	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85091360	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144102	1	2	301	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85091360	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144103	1	3	501	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85091360	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144104	1	4	98	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85091360	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144105	1	5	300	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85091360	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144111	1	1	98	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85091370	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144112	1	2	301	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85091370	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144113	1	3	501	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85091370	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144114	1	4	98	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85091370	1					2020-01-01 00:00:00	2100-12-31 00:00:00
1144115	1	5	300	-1								2020-01-01 00:00:00	2100-12-31 00:00:00		1144	85091370	1					2020-01-01 00:00:00	2100-12-31 00:00:00
