id	type	profile	shadow	stage_id	puzzle_id	background	bgm_text_id	popratio_id	limit_type	limit_count	use_full_count	gimmick_design
202101	2			202101	210200100	10111025	2004	6	1	20		
202102	1			202102	210200200	10111026	2004	6	1	20		
202103	2			202103	210200300	10111030	2004	6	1	20		
202201	2			202201	210200100	10111025	2004	6	1	20		
202202	1			202202	210200200	10111026	2004	6	1	20		
202203	2			202203	210200300	10111030	2004	6	1	20		
202301	2			202301	210200100	10111025	2004	6	1	20		
202302	1			202302	210200200	10111026	2004	6	1	20		
202303	2			202303	210200300	10111030	2004	6	1	20		
203101	1			203101	210300100	10111001	2004	6	1	20		
203102	2			203102	210300200	10111005	2004	6	1	25		
203103	1			203103	210300300	10111006	2004	6	1	20		
203201	1			203201	210300100	10111001	2004	6	1	20		
203202	2			203202	210300200	10111005	2004	6	1	25		
203203	1			203203	210300300	10111006	2004	6	1	20		
203301	1			203301	210300100	10111001	2004	6	1	20		
203302	2			203302	210300200	10111005	2004	6	1	25		
203303	1			203303	210300300	10111006	2004	6	1	20		
204101	2			204101	210400100	10111015	2004	6	1	20		
204102	1			204102	210400200	10111023	2004	6	1	20		
204103	2			204103	210400300	10111061	2004	6	2	90		
204201	2			204201	210400100	10111015	2004	6	1	20		
204202	1			204202	210400200	10111023	2004	6	1	20		
204203	2			204203	210400300	10111061	2004	6	2	90		
204301	2			204301	210400100	10111015	2004	6	1	20		
204302	1			204302	210400200	10111023	2004	6	1	20		
204303	2			204303	210400300	10111061	2004	6	2	90		
205101	2			205101	210500100	10111013	2004	6	1	20		
205102	1			205102	210500200	10111014	2004	6	1	25		
205103	2			205103	210500300	10111034	2004	6	2	75		
205201	2			205201	210500100	10111013	2004	6	1	20		
205202	1			205202	210500200	10111014	2004	6	1	25		
205203	2			205203	210500300	10111034	2004	6	2	75		
205301	2			205301	210500100	10111013	2004	6	1	20		
205302	1			205302	210500200	10111014	2004	6	1	25		
205303	2			205303	210500300	10111034	2004	6	2	75		
301101	1			301101	220100100	10111024	2005	6	1	20		
301102	2			301102	220100200	10111037	2005	6	1	20		
301103	1			301103	220100300	10111048	2005	6	2	75		
301201	1			301201	220100100	10111024	2005	6	1	20		
301202	2			301202	220100200	10111037	2005	6	1	20		
301203	1			301203	220100300	10111048	2005	6	2	75		
301301	1			301301	220100100	10111024	2005	6	1	20		
301302	2			301302	220100200	10111037	2005	6	1	20		
301303	1			301303	220100300	10111048	2005	6	2	75		
302101	2			302101	220200100	10111031	2005	6	2	60		
302102	1			302102	220200200	10111038	2005	6	1	20		
302103	2			302103	220200300	10111049	2005	6	1	20		
302201	2			302201	220200100	10111031	2005	6	2	60		
302202	1			302202	220200200	10111038	2005	6	1	20		
302203	2			302203	220200300	10111049	2005	6	1	20		
302301	2			302301	220200100	10111031	2005	6	2	60		
302302	1			302302	220200200	10111038	2005	6	1	20		
302303	2			302303	220200300	10111049	2005	6	1	20		
701001	1	1		701001	701100001	10139009	2012	6	2	30		
701002	2	1		701002	701100002	10139009	2012	6	2	30		
701003	1	1		701003	701100003	10139009	2012	6	2	30		
701004	2	1		701004	701100004	10139009	2012	6	2	30		
701005	1	1		701005	701100005	10139009	2012	6	2	30		
701006	2	1		701006	701100006	10139009	2012	6	2	30		
701007	1	1		701007	701100007	10139009	2012	6	2	30		
701008	2	1		701008	701100008	10139009	2012	6	2	30		
701009	1	1		701009	701100009	10139009	2012	6	2	30		
701010	2	1		701010	701100010	10139009	2012	6	2	30		
701011	1	1		701011	701100011	10139009	2012	6	2	30		
701012	2	1		701012	701100012	10139009	2012	6	2	30		
701013	1	1		701013	701100013	10139009	2012	6	2	30		
701014	2	1		701014	701100014	10139009	2012	6	2	30		
701015	1	1		701015	701100015	10139009	2012	6	2	30		
701016	2	1		701016	701100016	10139009	2012	6	2	30		
701017	1	1		701017	701100017	10139009	2012	6	2	30		
701018	2	1		701018	701100018	10139009	2012	6	2	30		
701019	1	1		701019	701100019	10139009	2012	6	2	30		
701020	2	1		701020	701100020	10139009	2012	6	2	30		
701021	1	1		701021	701100021	10139009	2012	6	2	30		
701022	2	1		701022	701100022	10139009	2012	6	2	30		
701023	1	1		701023	701100023	10139009	2012	6	2	30		
701024	2	1		701024	701100024	10139009	2012	6	2	30		
701025	1	1		701025	701100025	10139009	2012	6	2	30		
701026	2	1		701026	701100026	10139009	2012	6	2	30		
701027	1	1		701027	701100027	10139009	2012	6	2	30		
701028	2	1		701028	701100028	10139009	2012	6	2	30		
701029	1	1		701029	701100029	10139009	2012	6	2	30		
701030	2	1		701030	701100030	10139009	2012	6	2	30		
701031	1	1		701031	701100031	10139009	2012	6	2	30		
701032	2	1		701032	701100032	10139009	2012	6	2	30		
701033	1	1		701033	701100033	10139009	2012	6	2	30		
701034	2	1		701034	701100034	10139009	2012	6	2	30		
701035	1	1		701035	701100035	10139009	2012	6	2	30		
701036	2	1		701036	701100036	10139009	2012	6	2	30		
701037	1	1		701037	701100037	10139009	2012	6	2	30		
701038	2	1		701038	701100038	10139009	2012	6	2	30		
701039	1	1		701039	701100039	10139009	2012	6	2	30		
701040	2	1		701040	701100040	10139009	2012	6	2	30		
701041	1	1		701041	701100041	10139009	2012	6	2	30		
701042	2	1		701042	701100042	10139009	2012	6	2	30		
701043	1	1		701043	701100043	10139009	2012	6	2	30		
701044	2	1		701044	701100044	10139009	2012	6	2	30		
701045	1	1		701045	701100045	10139009	2012	6	2	30		
701046	2	1		701046	701100046	10139009	2012	6	2	30		
701047	1	1		701047	701100047	10139009	2012	6	2	30		
701048	2	1		701048	701100048	10139009	2012	6	2	30		
701049	1	1		701049	701100049	10139009	2012	6	2	30		
701050	2	1		701050	701100050	10139009	2012	6	2	30		
901001	1	1		901001	801001011	10150008	2012	6	2	30		
901002	2	1		901002	801001021	10150008	2012	6	2	30		
901003	1	1		901003	801001041	10150008	2012	6	2	30		
901004	2	1		901004	801001011	10150008	2012	6	2	30		
901005	1	1		901005	801001021	10150008	2012	6	2	30		
901006	2	1		901006	801001041	10150008	2012	6	2	30		
901007	1	1		901007	801001051	10150008	2012	6	2	30		
901008	2	1		901008	801001061	10150008	2012	6	2	30		
901009	1	1		901009	801001081	10150008	2012	6	2	30		
901010	2	1		901010	801001051	10150008	2012	6	2	30		
901011	1	1		901011	801001061	10150008	2012	6	2	30		
901012	2	1		901012	801001081	10150008	2012	6	2	30		
901013	1	1		901013	801001101	10150008	2012	6	2	30		
901014	2	1		901014	801001111	10150008	2012	6	2	30		
901015	1	1		901015	801001131	10150008	2012	6	2	30		
901016	2	1		901016	801001101	10150008	2012	6	2	30		
901017	1	1		901017	801001111	10150008	2012	6	2	30		
901018	2	1		901018	801001131	10150008	2012	6	2	30		
901019	1	1		901019	801001141	10150008	2012	6	2	30		
901020	2	1		901020	801001151	10150008	2012	6	2	30		
901021	1	1		901021	801001171	10150008	2012	6	2	30		
901022	2	1		901022	801001141	10150008	2012	6	2	30		
901023	1	1		901023	801001151	10150008	2012	6	2	30		
901024	2	1		901024	801001171	10150008	2012	6	2	30		
901025	1	1		901025	801001191	10150008	2012	6	2	30		
901026	2	1		901026	801001201	10150008	2012	6	2	30		
901027	1	1		901027	801002021	10150008	2012	6	2	30		
901028	2	1		901028	801001191	10150008	2012	6	2	30		
901029	1	1		901029	801001201	10150008	2012	6	2	30		
901030	2	1		901030	801002021	10150008	2012	6	2	30		
901031	1	1		901031	801102031	10150008	2012	6	2	30		
901032	2	1		901032	801002051	10150008	2012	6	2	30		
901033	1	1		901033	801002071	10150008	2012	6	2	30		
901034	2	1		901034	801102031	10150008	2012	6	2	30		
901035	1	1		901035	801002051	10150008	2012	6	2	30		
901036	2	1		901036	801002071	10150008	2012	6	2	30		
901037	1	1		901037	801502091	10150008	2012	6	2	30		
901038	2	1		901038	801502111	10150008	2012	6	2	30		
901039	1	1		901039	801002131	10150008	2012	6	2	30		
901040	2	1		901040	801502091	10150008	2012	6	2	30		
901041	1	1		901041	801502111	10150008	2012	6	2	30		
901042	2	1		901042	801002131	10150008	2012	6	2	30		
901043	1	1		901043	801602151	10150008	2012	6	2	30		
901044	2	1		901044	801002181	10150008	2012	6	2	30		
901045	1	1		901045	802003011	10150008	2012	6	2	30		
901046	2	1		901046	801602151	10150008	2012	6	2	30		
901047	1	1		901047	801002181	10150008	2012	6	2	30		
901048	2	1		901048	802003011	10150008	2012	6	2	30		
901049	1	1		901049	801003041	10150008	2012	6	2	30		
901050	2	1		901050	801503071	10150008	2012	6	2	30		
70101101	1	1		70101101	701001001	10111009	2009	6	1	20		
70101102	2	1		70101102	701001002	10111009	2009	6	2	60		
70101103	2	1		70101103	701001003	10111009	2009	6	1	20		
70101104	1	1		70101104	701001004	10111009	2009	6	1	30		
70101105	1	1		70101105	701001005	10111009	2009	6	1	20		
70101201	1	1		70101201	701001001	10111009	2009	6	1	20		
70101202	2	1		70101202	701001002	10111009	2009	6	2	60		
70101203	2	1		70101203	701001003	10111009	2009	6	1	20		
70101204	1	1		70101204	701001004	10111009	2009	6	1	30		
70101205	1	1		70101205	701001005	10111009	2009	6	1	20		
70101301	1	1		70101301	701001001	10111009	2009	6	1	20		
70101302	2	1		70101302	701001002	10111009	2009	6	2	60		
70101303	2	1		70101303	701001003	10111009	2009	6	1	20		
70101304	1	1		70101304	701001004	10111009	2009	6	1	30		
70101305	1	1		70101305	701001005	10111009	2009	6	1	20		
70102101	2	4	1	70102101	701002001	10111021	2009	6	1	20		
70102102	1	4	1	70102102	701002002	10111021	2009	6	2	60		
70102103	2	4	1	70102103	701002003	10111021	2009	6	1	20		
70102104	1	4	1	70102104	701002004	10111021	2009	6	1	20		
70102105	2	4	1	70102105	701002005	10111021	2009	6	1	25		
70102201	2	4	1	70102201	701002001	10111021	2009	6	1	20		
70102202	1	4	1	70102202	701002002	10111021	2009	6	2	60		
70102203	2	4	1	70102203	701002003	10111021	2009	6	1	20		
70102204	1	4	1	70102204	701002004	10111021	2009	6	1	20		
70102205	2	4	1	70102205	701002005	10111021	2009	6	1	25		
70102301	2	4	1	70102301	701002001	10111021	2009	6	1	20		
70102302	1	4	1	70102302	701002002	10111021	2009	6	2	60		
70102303	2	4	1	70102303	701002003	10111021	2009	6	1	20		
70102304	1	4	1	70102304	701002004	10111021	2009	6	1	20		
70102305	2	4	1	70102305	701002005	10111021	2009	6	1	25		
70103101	1	4	1	70103101	701003001	10130019	2009	6	1	20		
70103102	2	4	1	70103102	701003002	10130019	2009	6	2	90		
70103103	1	4	1	70103103	701003003	10130019	2009	6	2	60		
70103104	2	4	1	70103104	701003004	10130019	2009	6	1	20		
70103105	1	4	1	70103105	701003005	10130019	2009	6	1	30		
70103201	1	4	1	70103201	701003001	10130019	2009	6	1	20		
70103202	2	4	1	70103202	701003002	10130019	2009	6	2	90		
70103203	1	4	1	70103203	701003003	10130019	2009	6	2	60		
70103204	2	4	1	70103204	701003004	10130019	2009	6	1	20		
70103205	1	4	1	70103205	701003005	10130019	2009	6	1	30		
70103301	1	4	1	70103301	701003001	10130019	2009	6	1	20		
70103302	2	4	1	70103302	701003002	10130019	2009	6	2	90		
70103303	1	4	1	70103303	701003003	10130019	2009	6	2	60		
70103304	2	4	1	70103304	701003004	10130019	2009	6	1	20		
70103305	1	4	1	70103305	701003005	10130019	2009	6	1	30		
70104101	2	4	1	70104101	701004001	10111033	2009	6	1	25		
70104102	1	4	1	70104102	701004002	10111033	2009	6	1	20		
70104103	2	4	1	70104103	701004003	10111033	2009	6	2	65		
70104104	1	4	1	70104104	701004004	10111033	2009	6	1	20		
70104105	2	4	1	70104105	701004005	10111033	2009	6	1	25		
70104201	2	4	1	70104201	701004001	10111033	2009	6	1	25		
70104202	1	4	1	70104202	701004002	10111033	2009	6	1	20		
70104203	2	4	1	70104203	701004003	10111033	2009	6	2	65		
70104204	1	4	1	70104204	701004004	10111033	2009	6	1	20		
70104205	2	4	1	70104205	701004005	10111033	2009	6	1	25		
70104301	2	4	1	70104301	701004001	10111033	2009	6	1	25		
70104302	1	4	1	70104302	701004002	10111033	2009	6	1	20		
70104303	2	4	1	70104303	701004003	10111033	2009	6	2	65		
70104304	1	4	1	70104304	701004004	10111033	2009	6	1	20		
70104305	2	4	1	70104305	701004005	10111033	2009	6	1	25		
70105101	1	4	1	70105101	701005001	10130007	2009	6	1	20		
70105102	2	4	1	70105102	701005002	10130007	2009	6	1	20		
70105103	1	4	1	70105103	701005003	10130007	2009	6	1	25		
70105104	2	4	1	70105104	701005004	10130007	2009	6	2	90		
70105105	2	4	1	70105105	701005005	10130007	2009	6	1	20		
70105201	1	4	1	70105201	701005001	10130007	2009	6	1	20		
70105202	2	4	1	70105202	701005002	10130007	2009	6	1	20		
70105203	1	4	1	70105203	701005003	10130007	2009	6	1	25		
70105204	2	4	1	70105204	701005004	10130007	2009	6	2	90		
70105205	2	4	1	70105205	701005005	10130007	2009	6	1	20		
70105301	1	4	1	70105301	701005001	10130007	2009	6	1	20		
70105302	2	4	1	70105302	701005002	10130007	2009	6	1	20		
70105303	1	4	1	70105303	701005003	10130007	2009	6	1	25		
70105304	2	4	1	70105304	701005004	10130007	2009	6	2	90		
70105305	2	4	1	70105305	701005005	10130007	2009	6	1	20		
70106101	1	4	1	70106101	701006001	10130036	2009	6	1	25		
70106102	1	4	1	70106102	701006002	10130036	2009	6	2	70		
70106103	2	4	1	70106103	701006003	10130036	2009	6	2	65		
70106104	1	4	1	70106104	701006004	10130036	2009	6	1	20		
70106105	2	4	1	70106105	701006005	10130036	2009	6	2	90		
70106201	1	4	1	70106201	701006001	10130036	2009	6	1	25		
70106202	1	4	1	70106202	701006002	10130036	2009	6	2	70		
70106203	2	4	1	70106203	701006003	10130036	2009	6	2	65		
70106204	1	4	1	70106204	701006004	10130036	2009	6	1	20		
70106205	2	4	1	70106205	701006005	10130036	2009	6	2	90		
70106301	1	4	1	70106301	701006001	10130036	2009	6	1	25		
70106302	1	4	1	70106302	701006002	10130036	2009	6	2	70		
70106303	2	4	1	70106303	701006003	10130036	2009	6	2	65		
70106304	1	4	1	70106304	701006004	10130036	2009	6	1	20		
70106305	2	4	1	70106305	701006005	10130036	2009	6	2	90		
70107101	1	4	1	70107101	701007001	10130033	2009	6	1	20		
70107102	2	4	1	70107102	701007002	10130033	2009	6	1	25		
70107103	1	4	1	70107103	701007003	10130033	2009	6	2	90		
70107104	2	4	1	70107104	701007004	10130033	2009	6	2	90		
70107105	1	4	1	70107105	701007005	10130033	2009	6	1	25		
70107201	1	4	1	70107201	701007001	10130033	2009	6	1	20		
70107202	2	4	1	70107202	701007002	10130033	2009	6	1	25		
70107203	1	4	1	70107203	701007003	10130033	2009	6	2	90		
70107204	2	4	1	70107204	701007004	10130033	2009	6	2	90		
70107205	1	4	1	70107205	701007005	10130033	2009	6	1	25		
70107301	1	4	1	70107301	701007001	10130033	2009	6	1	20		
70107302	2	4	1	70107302	701007002	10130033	2009	6	1	25		
70107303	1	4	1	70107303	701007003	10130033	2009	6	2	90		
70107304	2	4	1	70107304	701007004	10130033	2009	6	2	90		
70107305	1	4	1	70107305	701007005	10130033	2009	6	1	25		
70108101	2	4	1	70108101	701008001	10111018	2009	6	1	20		
70108102	1	4	1	70108102	701008002	10111018	2009	6	1	30		
70108103	2	4	1	70108103	701008003	10111018	2009	6	1	25		
70108104	1	4	1	70108104	701008004	10111018	2009	6	1	30		
70108105	2	4	1	70108105	701008005	10111018	2009	6	1	20		
70108201	2	4	1	70108201	701008001	10111018	2009	6	1	20		
70108202	1	4	1	70108202	701008002	10111018	2009	6	1	30		
70108203	2	4	1	70108203	701008003	10111018	2009	6	1	25		
70108204	1	4	1	70108204	701008004	10111018	2009	6	1	30		
70108205	2	4	1	70108205	701008005	10111018	2009	6	1	20		
70108301	2	4	1	70108301	701008001	10111018	2009	6	1	20		
70108302	1	4	1	70108302	701008002	10111018	2009	6	1	30		
70108303	2	4	1	70108303	701008003	10111018	2009	6	1	25		
70108304	1	4	1	70108304	701008004	10111018	2009	6	1	30		
70108305	2	4	1	70108305	701008005	10111018	2009	6	1	20		
90101101	1	1		90101101	305202010	10110002	2010	6	1	20		
90101102	2	1		90101102	305301020	10110002	2010	6	2	60		
90101103	2	1		90101103	305302010	10110002	2010	6	1	20		
90101104	1	1		90101104	100102200	10110002	2010	12	1	30		
90101105	1	1		90101105	305501010	10110002	2010	6	1	20		
90101201	1	1		90101201	305202010	10130003	2010	6	1	20		
90101202	2	1		90101202	305301020	10130004	2010	6	2	60		
90101203	2	1		90101203	305302010	10130005	2010	6	1	20		
90101204	1	1		90101204	100102200	10130006	2010	12	1	30		
90101205	1	1		90101205	305501010	10130007	2010	6	1	20		
90101301	2	3	1	90101301	305202010	10110002	2010	6	1	20		
90101302	1	3	1	90101302	305301020	10110002	2010	6	1	20		
90101303	2	3	1	90101303	305302010	10110002	2010	6	1	30		
90101304	1	3	1	90101304	100102200	10110002	2010	6	1	15		
90101305	2	3	1	90101305	305501010	10110002	2010	6	1	30		
90102101	2	4	1	90102101	305501030	10150001	2010	6	1	20		
90102102	1	4	1	90102102	305601020	10150001	2010	6	2	60		
90102103	2	4	1	90102103	305603010	10150001	2010	6	1	20		
90102104	1	4	1	90102104	305701010	10150001	2010	6	1	20		
90102105	2	4	1	90102105	100102100	10150001	2010	18	1	25		
90102201	2	4	1	90102201	305501030	10130008	2010	6	1	20		
90102202	1	4	1	90102202	305601020	10130009	2010	6	2	60		
90102203	2	4	1	90102203	305603010	10130010	2010	6	1	20		
90102204	1	4	1	90102204	305701010	10130011	2010	6	1	20		
90102205	2	4	1	90102205	100102100	10130012	2010	18	1	25		
90102301	1	3	1	90102301	305501030	10150001	2010	6	1	20		
90102302	2	3	1	90102302	305601020	10150001	2010	6	1	20		
90102303	1	3	1	90102303	305603010	10150001	2010	6	1	20		
90102304	2	3	1	90102304	305701010	10150001	2010	6	1	20		
90102305	1	3	1	90102305	100102100	10150001	2010	6	1	20		
90103101	1	4	1	90103101	305303010	10150002	2010	6	1	20		
90103102	2	4	1	90103102	305803020	10150002	2010	6	2	90		
90103103	1	4	1	90103103	306001020	10150002	2010	6	2	60		
90103104	2	4	1	90103104	100200800	10150002	2010	6	1	20		
90103105	1	4	1	90103105	305503040	10150002	2010	6	1	30		
90103201	1	4	1	90103201	305303010	10130013	2010	6	1	20		
90103202	2	4	1	90103202	305803020	10130014	2010	6	2	90		
90103203	1	4	1	90103203	306001020	10130015	2010	6	2	60		
90103204	2	4	1	90103204	100200800	10130016	2010	6	1	20		
90103205	1	4	1	90103205	305503040	10130017	2010	6	1	30		
90103301	2	3	1	90103301	305303010	10150002	2010	6	1	30		
90103302	2	1		90103302	305803020	10150002	2010	6	1	20		
90103303	1	1		90103303	306001020	10150002	2010	6	1	20		
90103304	1	1		90103304	100200800	10150002	2010	6	1	20		
90103305	2	1		90103305	305503040	10150002	2010	6	1	30		
90104101	2	4	1	90104101	305301040	10150003	2010	6	1	25		
90104102	1	4	1	90104102	100300300	10150003	2010	6	1	20		
90104103	2	4	1	90104103	100201600	10150003	2010	6	2	65		
90104104	1	4	1	90104104	306003010	10150003	2010	6	1	20		
90104105	2	4	1	90104105	305503030	10150003	2010	6	1	25		
90104201	2	4	1	90104201	305301040	10130018	2010	6	1	25		
90104202	1	4	1	90104202	100300300	10130019	2010	6	1	20		
90104203	2	4	1	90104203	100201600	10130020	2010	6	2	65		
90104204	1	4	1	90104204	306003010	10130021	2010	6	1	20		
90104205	2	4	1	90104205	305503030	10130022	2010	6	1	25		
90104301	1	1		90104301	305301040	10150003	2010	6	1	20		
90104302	2	1		90104302	100300300	10150003	2010	6	1	20		
90104303	1	1		90104303	100201600	10150003	2010	6	1	20		
90104304	2	1		90104304	306003010	10150003	2010	6	1	30		
90104305	1	1		90104305	305503030	10150003	2010	6	1	25		
90105101	1	4	1	90105101	305401030	10150004	2010	6	1	20		
90105102	2	4	1	90105102	305503010	10150004	2010	6	1	20		
90105103	1	4	1	90105103	100300500	10150004	2010	6	1	25		
90105104	2	4	1	90105104	100300700	10150004	2010	6	2	90		
90105105	2	4	1	90105105	100400400	10150004	2010	6	1	20		
90105201	1	4	1	90105201	305401030	10130023	2010	6	1	20		
90105202	2	4	1	90105202	305503010	10130024	2010	6	1	20		
90105203	1	4	1	90105203	100300500	10130025	2010	6	1	25		
90105204	2	4	1	90105204	100300700	10130026	2010	6	2	90		
90105205	2	4	1	90105205	100400400	10130027	2010	6	1	20		
90105301	2	1		90105301	305401030	10150004	2010	6	1	20		
90105302	1	1		90105302	305503010	10150004	2010	6	1	30		
90105303	2	1		90105303	100300500	10150004	2010	6	1	20		
90105304	1	1		90105304	100300700	10150004	2010	6	1	20		
90105305	2	1		90105305	100400400	10150004	2010	6	1	25		
90106101	1	4	1	90106101	100401600	10150005	2010	6	1	25		
90106102	1	4	1	90106102	100401800	10150005	2010	6	2	70		
90106103	2	4	1	90106103	100500400	10150005	2010	6	2	65		
90106104	1	4	1	90106104	305602020	10150005	2010	6	1	20		
90106105	2	4	1	90106105	306003020	10150005	2010	6	2	90		
90106201	1	4	1	90106201	100401600	10130028	2010	6	1	25		
90106202	1	4	1	90106202	100401800	10130029	2010	6	2	70		
90106203	2	4	1	90106203	100500400	10130030	2010	6	2	65		
90106204	1	4	1	90106204	305602020	10130031	2010	6	1	20		
90106205	2	4	1	90106205	306003020	10130032	2010	6	2	90		
90106301	1	1		90106301	100401600	10150005	2010	6	1	20		
90106302	2	1		90106302	100401800	10150005	2010	6	1	20		
90106303	1	1		90106303	100500400	10150005	2010	6	1	20		
90106304	2	1		90106304	305602020	10150005	2010	6	1	25		
90106305	1	1		90106305	306003020	10150005	2010	6	2	120		
90107101	1	4	1	90107101	305205030	10150006	2010	6	1	20		
90107102	2	4	1	90107102	305304010	10150006	2010	6	1	25		
90107103	1	4	1	90107103	305305020	10150006	2010	6	2	90		
90107104	2	4	1	90107104	305705020	10150006	2010	6	2	90		
90107105	1	4	1	90107105	305306050	10150006	2010	6	1	25		
90107201	1	4	1	90107201	305205030	10130033	2010	6	1	20		
90107202	2	4	1	90107202	305304010	10130034	2010	6	1	25		
90107203	1	4	1	90107203	305305020	10130035	2010	6	2	90		
90107204	2	4	1	90107204	305705020	10130036	2010	6	2	90		
90107205	1	4	1	90107205	305306050	10130037	2010	6	1	25		
90107301	2	1		90107301	305205030	10150006	2010	6	1	25		
90107302	2	1		90107302	305304010	10150006	2010	6	1	25		
90107303	1	1		90107303	305305020	10150006	2010	6	1	25		
90107304	1	1		90107304	305705020	10150006	2010	6	1	27		
90107305	2	1		90107305	305306050	10150006	2010	6	1	20		
90108101	2	4	1	90108101	305704040	10150007	2010	6	1	20		
90108102	1	4	1	90108102	305704030	10150007	2010	6	1	30		
90108103	2	4	1	90108103	305604050	10150007	2010	6	1	25		
90108104	1	4	1	90108104	305505060	10150007	2010	6	1	30		
90108105	2	4	1	90108105	305304060	10150007	2010	6	1	20		
90108201	2	4	1	90108201	305704040	10130038	2010	6	1	20		
90108202	1	4	1	90108202	305704030	10130039	2010	6	1	30		
90108203	2	4	1	90108203	305604050	10130040	2010	6	1	25		
90108204	1	4	1	90108204	305505060	10130041	2010	6	1	30		
90108205	2	4	1	90108205	305304060	10130042	2010	6	1	20		
90108301	1	1		90108301	305704040	10150007	2010	12	2	90		
90108302	2	1		90108302	305704030	10150007	2010	6	1	20		
90108303	1	1		90108303	305604050	10150007	2010	6	1	25		
90108304	2	1		90108304	305505060	10150007	2010	6	1	20		
90108305	1	1		90108305	305304060	10150007	2010	6	1	20		
