id	name_text_id	icon_resource_id	event_type	story_id	is_repetable	motivation	condition_id	relationship	satisfaction	comfortableness	warmth	healing	skill_pt	health	receive_trick_camp_skill_group_id	receive_trick_camp_skill_level	receive_camp_skill_trick_level	camp_friendship_group_id	support_effect_flag_ids	priority	weight	order
23091547	ギアの思い出がよみがえった！①	46200008	3	71309154				5											1,2,3,4,5,6,7,8	10000	100	10000
23091548	ギアの思い出がよみがえった！①	46200008	3	71309154				5											1,2,3,4,5,6,7,8	10000	100	10000
25200011	みんなの思い出を振り返ろう！①	46200008	5	71220001								10	5						1,2,3,4,5,6,7,8	10000	100	10000
25200021	みんなの思い出を振り返ろう！①	46200008	5	71220002				10					5						1,2,3,4,5,6,7,8	10000	100	10000
25200031	みんなの思い出を振り返ろう！②	46200008	5	71220003							5		10						1,2,3,4,5,6,7,8	10000	100	10000
25200041	みんなの思い出を振り返ろう！①	46200008	5	71220004						10			5						1,2,3,4,5,6,7,8	10000	100	10000
25200051	みんなの思い出を振り返ろう！②	46200008	5	71220005						5			10						1,2,3,4,5,6,7,8	10000	100	10000
25200061	みんなの思い出を振り返ろう！①	46200008	5	71220006							10		5						1,2,3,4,5,6,7,8	10000	100	10000
25200071	みんなの思い出を振り返ろう！②	46200008	5	71220007								5	10						1,2,3,4,5,6,7,8	10000	100	10000
25200081	みんなの思い出を振り返ろう！②	46200008	5	71220008					5				10						1,2,3,4,5,6,7,8	10000	100	10000
25200091	みんなの思い出を振り返ろう！②	46200008	5	71220009				5					10						1,2,3,4,5,6,7,8	10000	100	10000
25200101	みんなの思い出を振り返ろう！②	46200008	5	71220010							5		10						1,2,3,4,5,6,7,8	10000	100	10000
25200111	みんなの思い出を振り返ろう！①	46200008	5	71220011				10					5						1,2,3,4,5,6,7,8	10000	100	10000
25200121	みんなの思い出を振り返ろう！②	46200008	5	71220012				5					10						1,2,3,4,5,6,7,8	10000	100	10000
25200131	みんなの思い出を振り返ろう！①	46200008	5	71220013							10		5						1,2,3,4,5,6,7,8	10000	100	10000
25200141	みんなの思い出を振り返ろう！②	46200008	5	71220014							5		10						1,2,3,4,5,6,7,8	10000	100	10000
25200151	みんなの思い出を振り返ろう！①	46200008	5	71220015				10					5						1,2,3,4,5,6,7,8	10000	100	10000
25200161	みんなの思い出を振り返ろう！①	46200008	5	71220016					10				5						1,2,3,4,5,6,7,8	10000	100	10000
25200171	みんなの思い出を振り返ろう！①	46200008	5	71220017						10			5						1,2,3,4,5,6,7,8	10000	100	10000
25200181	みんなの思い出を振り返ろう！②	46200008	5	71220018					5				10						1,2,3,4,5,6,7,8	10000	100	10000
25200191	みんなの思い出を振り返ろう！②	46200008	5	71220019						5			10						1,2,3,4,5,6,7,8	10000	100	10000
25200201	みんなの思い出を振り返ろう！①	46200008	5	71220020							10		5						1,2,3,4,5,6,7,8	10000	100	10000
25200211	みんなの思い出を振り返ろう！①	46200008	5	71220021								10	5						1,2,3,4,5,6,7,8	10000	100	10000
25200221	みんなの思い出を振り返ろう！②	46200008	5	71220022				5					10						1,2,3,4,5,6,7,8	10000	100	10000
25200231	みんなの思い出を振り返ろう！②	46200008	5	71220023								5	10						1,2,3,4,5,6,7,8	10000	100	10000
25200241	みんなの思い出を振り返ろう！①	46200008	5	71220024						10			5						1,2,3,4,5,6,7,8	10000	100	10000
25200251	みんなの思い出を振り返ろう！①	46200008	5	71220025								10	5						1,2,3,4,5,6,7,8	10000	100	10000
25200261	みんなの思い出を振り返ろう！①	46200008	5	71220026				10					5						1,2,3,4,5,6,7,8	10000	100	10000
25200271	みんなの思い出を振り返ろう！①	46200008	5	71220027					10				5						1,2,3,4,5,6,7,8	10000	100	10000
25200281	みんなの思い出を振り返ろう！②	46200008	5	71220028					5				10						1,2,3,4,5,6,7,8	10000	100	10000
25200291	みんなの思い出を振り返ろう！②	46200008	5	71220029				5					10						1,2,3,4,5,6,7,8	10000	100	10000
25200301	みんなの思い出を振り返ろう！①	46200008	5	71220030				10					5						1,2,3,4,5,6,7,8	10000	100	10000
25200311	みんなの思い出を振り返ろう！②	46200008	5	71220031							5		10						1,2,3,4,5,6,7,8	10000	100	10000
25200321	みんなの思い出を振り返ろう！②	46200008	5	71220032								5	10						1,2,3,4,5,6,7,8	10000	100	10000
25200331	みんなの思い出を振り返ろう！①	46200008	5	71220033					10				5						1,2,3,4,5,6,7,8	10000	100	10000
25200341	みんなの思い出を振り返ろう！②	46200008	5	71220034						5			10						1,2,3,4,5,6,7,8	10000	100	10000
25200351	みんなの思い出を振り返ろう！①	46200008	5	71220035								10	5						1,2,3,4,5,6,7,8	10000	100	10000
25200361	みんなの思い出を振り返ろう！②	46200008	5	71220036					5				10						1,2,3,4,5,6,7,8	10000	100	10000
25200371	みんなの思い出を振り返ろう！①	46200008	5	71220037					10				5						1,2,3,4,5,6,7,8	10000	100	10000
25200381	みんなの思い出を振り返ろう！①	46200008	5	71220038							10		5						1,2,3,4,5,6,7,8	10000	100	10000
25200391	みんなの思い出を振り返ろう！②	46200008	5	71220039								5	10						1,2,3,4,5,6,7,8	10000	100	10000
25200401	みんなの思い出を振り返ろう！②	46200008	5	71220040							5		10						1,2,3,4,5,6,7,8	10000	100	10000
25200411	みんなの思い出を振り返ろう！①	46200008	5	71220041						10			5						1,2,3,4,5,6,7,8	10000	100	10000
25200421	みんなの思い出を振り返ろう！①	46200008	5	71220042							10		5						1,2,3,4,5,6,7,8	10000	100	10000
25200431	みんなの思い出を振り返ろう！①	46200008	5	71220043								10	5						1,2,3,4,5,6,7,8	10000	100	10000
25200441	みんなの思い出を振り返ろう！②	46200008	5	71220044						5			10						1,2,3,4,5,6,7,8	10000	100	10000
25200451	みんなの思い出を振り返ろう！②	46200008	5	71220045				5					10						1,2,3,4,5,6,7,8	10000	100	10000
25200461	みんなの思い出を振り返ろう！②	46200008	5	71220046					5				10						1,2,3,4,5,6,7,8	10000	100	10000
25200471	みんなの思い出を振り返ろう！①	46200008	5	71220047				10					5						1,2,3,4,5,6,7,8	10000	100	10000
25200481	みんなの思い出を振り返ろう！①	46200008	5	71220048						10			5						1,2,3,4,5,6,7,8	10000	100	10000
25200491	みんなの思い出を振り返ろう！①	46200008	5	71220049					10				5						1,2,3,4,5,6,7,8	10000	100	10000
25200501	みんなの思い出を振り返ろう！②	46200008	5	71220050								5	10						1,2,3,4,5,6,7,8	10000	100	10000
25200511	みんなの思い出を振り返ろう！②	46200008	5	71220051						5			10						1,2,3,4,5,6,7,8	10000	100	10000
25200521	みんなの思い出を振り返ろう！①	46200008	5	71220052								10	5						1,2,3,4,5,6,7,8	10000	100	10000
25200531	みんなの思い出を振り返ろう！②	46200008	5	71220053							5		10						1,2,3,4,5,6,7,8	10000	100	10000
25200541	みんなの思い出を振り返ろう！①	46200008	5	71220054						10			5						1,2,3,4,5,6,7,8	10000	100	10000
25200551	みんなの思い出を振り返ろう！②	46200008	5	71220055					5				10						1,2,3,4,5,6,7,8	10000	100	10000
25200561	みんなの思い出を振り返ろう！①	46200008	5	71220056							10		5						1,2,3,4,5,6,7,8	10000	100	10000
25200571	みんなの思い出を振り返ろう！①	46200008	5	71220057					10				5						1,2,3,4,5,6,7,8	10000	100	10000
25200581	みんなの思い出を振り返ろう！②	46200008	5	71220058								5	10						1,2,3,4,5,6,7,8	10000	100	10000
25200591	みんなの思い出を振り返ろう！②	46200008	5	71220059				5					10						1,2,3,4,5,6,7,8	10000	100	10000
25200601	みんなの思い出を振り返ろう！②	46200008	5	71220060						5			10						1,2,3,4,5,6,7,8	10000	100	10000
25200611	もっとみんなの思い出を振り返ろう！①	46200008	5	71220061				20					15						1,2,3,4,5,6,7,8	10000	100	10000
25200621	もっとみんなの思い出を振り返ろう！①	46200008	5	71220062					20				15						1,2,3,4,5,6,7,8	10000	100	10000
25200631	もっとみんなの思い出を振り返ろう！①	46200008	5	71220063						20			15						1,2,3,4,5,6,7,8	10000	100	10000
25200641	もっとみんなの思い出を振り返ろう！①	46200008	5	71220064							20		15						1,2,3,4,5,6,7,8	10000	100	10000
25200651	もっとみんなの思い出を振り返ろう！①	46200008	5	71220065								20	15						1,2,3,4,5,6,7,8	10000	100	10000
25200661	もっとみんなの思い出を振り返ろう！②	46200008	5	71220066								15	20						1,2,3,4,5,6,7,8	10000	100	10000
25200671	もっとみんなの思い出を振り返ろう！②	46200008	5	71220067							15		20						1,2,3,4,5,6,7,8	10000	100	10000
25200681	もっとみんなの思い出を振り返ろう！②	46200008	5	71220068					15				20						1,2,3,4,5,6,7,8	10000	100	10000
25200691	もっとみんなの思い出を振り返ろう！②	46200008	5	71220069						15			20						1,2,3,4,5,6,7,8	10000	100	10000
25200701	もっとみんなの思い出を振り返ろう！②	46200008	5	71220070							15		20						1,2,3,4,5,6,7,8	10000	100	10000
25200711	もっとみんなの思い出を振り返ろう！②	46200008	5	71220071						15			20						1,2,3,4,5,6,7,8	10000	100	10000
25200721	もっとみんなの思い出を振り返ろう！①	46200008	5	71220072							20		15						1,2,3,4,5,6,7,8	10000	100	10000
25200731	もっとみんなの思い出を振り返ろう！②	46200008	5	71220073						15			20						1,2,3,4,5,6,7,8	10000	100	10000
25200741	もっとみんなの思い出を振り返ろう！②	46200008	5	71220074				15					20						1,2,3,4,5,6,7,8	10000	100	10000
25200751	もっとみんなの思い出を振り返ろう！①	46200008	5	71220075				20					15						1,2,3,4,5,6,7,8	10000	100	10000
25200761	もっとみんなの思い出を振り返ろう！①	46200008	5	71220076				20					15						1,2,3,4,5,6,7,8	10000	100	10000
25200771	もっとみんなの思い出を振り返ろう！①	46200008	5	71220077				20					15						1,2,3,4,5,6,7,8	10000	100	10000
25200781	もっとみんなの思い出を振り返ろう！②	46200008	5	71220078						15			20						1,2,3,4,5,6,7,8	10000	100	10000
25200791	もっとみんなの思い出を振り返ろう！①	46200008	5	71220079								20	15						1,2,3,4,5,6,7,8	10000	100	10000
25200801	もっとみんなの思い出を振り返ろう！①	46200008	5	71220080								20	15						1,2,3,4,5,6,7,8	10000	100	10000
25200811	もっとみんなの思い出を振り返ろう！①	46200008	5	71220081								20	15						1,2,3,4,5,6,7,8	10000	100	10000
25200821	もっとみんなの思い出を振り返ろう！①	46200008	5	71220082					20				15						1,2,3,4,5,6,7,8	10000	100	10000
25200831	もっとみんなの思い出を振り返ろう！②	46200008	5	71220083							15		20						1,2,3,4,5,6,7,8	10000	100	10000
25200841	もっとみんなの思い出を振り返ろう！②	46200008	5	71220084						15			20						1,2,3,4,5,6,7,8	10000	100	10000
25200851	もっとみんなの思い出を振り返ろう！②	46200008	5	71220085						15			20						1,2,3,4,5,6,7,8	10000	100	10000
25200861	もっとみんなの思い出を振り返ろう！②	46200008	5	71220086				15					20						1,2,3,4,5,6,7,8	10000	100	10000
25200871	もっとみんなの思い出を振り返ろう！②	46200008	5	71220087				15					20						1,2,3,4,5,6,7,8	10000	100	10000
25200881	もっとみんなの思い出を振り返ろう！①	46200008	5	71220088						20			15						1,2,3,4,5,6,7,8	10000	100	10000
25200891	もっとみんなの思い出を振り返ろう！①	46200008	5	71220089					20				15						1,2,3,4,5,6,7,8	10000	100	10000
25200901	もっとみんなの思い出を振り返ろう！①	46200008	5	71220090					20				15						1,2,3,4,5,6,7,8	10000	100	10000
25200911	もっとみんなの思い出を振り返ろう！①	46200008	5	71220091					20				15						1,2,3,4,5,6,7,8	10000	100	10000
25200921	もっとみんなの思い出を振り返ろう！②	46200008	5	71220092							15		20						1,2,3,4,5,6,7,8	10000	100	10000
25200931	もっとみんなの思い出を振り返ろう！②	46200008	5	71220093								15	20						1,2,3,4,5,6,7,8	10000	100	10000
25200941	もっとみんなの思い出を振り返ろう！①	46200008	5	71220094					20				15						1,2,3,4,5,6,7,8	10000	100	10000
25200951	もっとみんなの思い出を振り返ろう！②	46200008	5	71220095								15	20						1,2,3,4,5,6,7,8	10000	100	10000
25200961	もっとみんなの思い出を振り返ろう！②	46200008	5	71220096							15		20						1,2,3,4,5,6,7,8	10000	100	10000
25200971	もっとみんなの思い出を振り返ろう！②	46200008	5	71220097							15		20						1,2,3,4,5,6,7,8	10000	100	10000
25200981	もっとみんなの思い出を振り返ろう！①	46200008	5	71220098						20			15						1,2,3,4,5,6,7,8	10000	100	10000
25200991	もっとみんなの思い出を振り返ろう！①	46200008	5	71220099				20					15						1,2,3,4,5,6,7,8	10000	100	10000
25201001	もっとみんなの思い出を振り返ろう！②	46200008	5	71220100					15				20						1,2,3,4,5,6,7,8	10000	100	10000
25201011	もっとみんなの思い出を振り返ろう！①	46200008	5	71220101								20	15						1,2,3,4,5,6,7,8	10000	100	10000
25201021	もっとみんなの思い出を振り返ろう！②	46200008	5	71220102							15		20						1,2,3,4,5,6,7,8	10000	100	10000
25201031	もっとみんなの思い出を振り返ろう！②	46200008	5	71220103								15	20						1,2,3,4,5,6,7,8	10000	100	10000
25201041	もっとみんなの思い出を振り返ろう！①	46200008	5	71220104					20				15						1,2,3,4,5,6,7,8	10000	100	10000
25201051	もっとみんなの思い出を振り返ろう！①	46200008	5	71220105				20					15						1,2,3,4,5,6,7,8	10000	100	10000
25201061	さらにみんなの思い出を振り返ろう！⑤	46200008	5	71220106			1	35											1,2,3,4,5,6,7,8	10000	100	10000
25201071	さらにみんなの思い出を振り返ろう！③	46200008	5	71220107								25		35					1,2,3,4,5,6,7,8	10000	100	10000
25201081	さらにみんなの思い出を振り返ろう！②	46200008	5	71220108					25				35						1,2,3,4,5,6,7,8	10000	100	10000
25201091	さらにみんなの思い出を振り返ろう！②	46200008	5	71220109						25			35						1,2,3,4,5,6,7,8	10000	100	10000
25201101	さらにみんなの思い出を振り返ろう！①	46200008	5	71220110							35		25						1,2,3,4,5,6,7,8	10000	100	10000
25201111	さらにみんなの思い出を振り返ろう！④	46200008	5	71220111		1		35											1,2,3,4,5,6,7,8	10000	100	10000
25201121	さらにみんなの思い出を振り返ろう！①	46200008	5	71220112					35				25						1,2,3,4,5,6,7,8	10000	100	10000
25201131	さらにみんなの思い出を振り返ろう！②	46200008	5	71220113						25			35						1,2,3,4,5,6,7,8	10000	100	10000
25201141	さらにみんなの思い出を振り返ろう！③	46200008	5	71220114								25		35					1,2,3,4,5,6,7,8	10000	100	10000
25201151	さらにみんなの思い出を振り返ろう！①	46200008	5	71220115							35		25						1,2,3,4,5,6,7,8	10000	100	10000
25201161	さらにみんなの思い出を振り返ろう！③	46200008	5	71220116							25			35					1,2,3,4,5,6,7,8	10000	100	10000
25201171	さらにみんなの思い出を振り返ろう！⑤	46200008	5	71220117			4					35							1,2,3,4,5,6,7,8	10000	100	10000
25201181	さらにみんなの思い出を振り返ろう！①	46200008	5	71220118				35					25						1,2,3,4,5,6,7,8	10000	100	10000
25201191	さらにみんなの思い出を振り返ろう！②	46200008	5	71220119						25			35						1,2,3,4,5,6,7,8	10000	100	10000
25201201	さらにみんなの思い出を振り返ろう！④	46200008	5	71220120		1			35										1,2,3,4,5,6,7,8	10000	100	10000
26000103	ファッションチェック！（なでしこ）	46200008	6	71000010		-1		-5											1,2,3,4,5,6,7,8	10000	100	10000
26000112	ファッションチェック！（なでしこ）	46200008	6	71000011				15					15						1,2,3,4,5,6,7,8	10000	100	10000
26000113	ファッションチェック！（なでしこ）	46200008	6	71000011		1		25					25						1,2,3,4,5,6,7,8	10000	100	10000
26000203	ファッションチェック！（リン）	46200008	6	71000020		-1			-5										1,2,3,4,5,6,7,8	10000	100	10000
26000212	ファッションチェック！（リン）	46200008	6	71000021					15				15						1,2,3,4,5,6,7,8	10000	100	10000
26000213	ファッションチェック！（リン）	46200008	6	71000021		1			25				25						1,2,3,4,5,6,7,8	10000	100	10000
26000303	ファッションチェック！（千明）	46200008	6	71000030		-1				-5									1,2,3,4,5,6,7,8	10000	100	10000
26000313	ファッションチェック！（千明）	46200008	6	71000031		1				25			25						1,2,3,4,5,6,7,8	10000	100	10000
26000403	ファッションチェック！（あおい）	46200008	6	71000040		-1					-5								1,2,3,4,5,6,7,8	10000	100	10000
26000413	ファッションチェック！（あおい）	46200008	6	71000041		1					25		25						1,2,3,4,5,6,7,8	10000	100	10000
26000503	ファッションチェック！（恵那）	46200008	6	71000050		-1						-5							1,2,3,4,5,6,7,8	10000	100	10000
26000513	ファッションチェック！（恵那）	46200008	6	71000051		1						25	25						1,2,3,4,5,6,7,8	10000	100	10000
26070101	おさんぽ in 本栖湖キャンプ場	46200008	6	71007010										10					1,2,3,4,5,6,7,8	10000	100	10000
26070201	おさんぽ in 麓キャンプ場	46200008	6	71007020										10					1,2,3,4,5,6,7,8	10000	100	10000
26070401	おさんぽ in 高ボッチ高原	46200008	6	71007040										10					1,2,3,4,5,6,7,8	10000	100	10000
26070501	おさんぽ in イーストウッドキャンプ場	46200008	6	71007050										10					1,2,3,4,5,6,7,8	10000	100	10000
28090101	CHIKUWAだー！	46200008	8	71009010															1,2,3,4,5,6,7,8	10000	2	10000
28090111	CHIKUWAだー！	46200008	8	71009011				2	2	2	2	2	10	30				21003	1,2,3,4,5,6,7,8	10000	2	10000
28090121	CHIKUWAだー！	46200008	8	71009012				4	4	4	4	4	20	50				21005	1,2,3,4,5,6,7,8	10000	1	10000
28090201	鳥羽先生が来た！	46200008	8	71009020															1,2,3,4,5,6,7,8	10000	2	10000
28090211	鳥羽先生が来た！	46200008	8	71009021				2	2	2	2	2	10	30				21003	1,2,3,4,5,6,7,8	10000	2	10000
28090311	お姉ちゃんが来た！	46200008	8	71009031				2	2	2	2	2	10	30				21003	1,2,3,4,5,6,7,8	10000	2	10000
28090421	肉食うかい？	46200008	8	71009042				4	4	4	4	4	20	50				21005	1,2,3,4,5,6,7,8	10000	1	10000
29090511	ひらめいた！	46200008	9	71009051													1			10000	100	10000
29090512	ひらめいた！	46200008	9	71009051				2	2	2	2	2								10000	100	10000
