craft_recipe_id	seq	material1	material2	material3	material4	material5	value
85050184	2	3050184					1
85050184	3	3050184					1
85050184	4	3050184					2
85050185	1	3050185					1
85050185	2	3050185					1
85050185	3	3050185					1
85050185	4	3050185					2
85050190	1	3050190					1
85050190	2	3050190					1
85050190	3	3050190					1
85050190	4	3050190					2
85050191	1	3050191					1
85050191	2	3050191					1
85050191	3	3050191					1
85050191	4	3050191					2
85050192	1	3050192					1
85050192	2	3050192					1
85050192	3	3050192					1
85050192	4	3050192					2
85050193	1	3050193					1
85050193	2	3050193					1
85050193	3	3050193					1
85050193	4	3050193					2
85050194	1	3050194					1
85050194	2	3050194					1
85050194	3	3050194					1
85050194	4	3050194					2
85050195	1	3050195					1
85050195	2	3050195					1
85050195	3	3050195					1
85050195	4	3050195					2
85050200	1	3050200					1
85050200	2	3050200					1
85050200	3	3050200					1
85050200	4	3050200					2
85050201	1	3050201					1
85050201	2	3050201					1
85050201	3	3050201					1
85050201	4	3050201					2
85060010	1	3060010					1
85060010	2	3060010					1
85060010	3	3060010					1
85060010	4	3060010					2
85060020	1	3060020					1
85060020	2	3060020					1
85060020	3	3060020					1
85060020	4	3060020					2
85060030	1	3060030					1
85060030	2	3060030					1
85060030	3	3060030					1
85060030	4	3060030					2
85060040	1	3060040					1
85060040	2	3060040					1
85060040	3	3060040					1
85060040	4	3060040					2
85060050	1	3060050					1
85060050	2	3060050					1
85060050	3	3060050					1
85060050	4	3060050					2
85060060	1	3060060					1
85060060	2	3060060					1
85060060	3	3060060					1
85060060	4	3060060					2
85060070	1	3060070					1
85060070	2	3060070					1
85060070	3	3060070					1
85060070	4	3060070					2
85060080	1	3060080					1
85060080	2	3060080					1
85060080	3	3060080					2
85060080	4	3060080					3
85060090	1	3060090					1
85060090	2	3060090					1
85060090	3	3060090					1
85060090	4	3060090					2
85060100	1	3060100					1
85060100	2	3060100					1
85060100	3	3060100					1
85060100	4	3060100					1
85060110	1	3060110					1
85060110	2	3060110					1
85060110	3	3060110					2
85060110	4	3060110					3
85060120	1	3060120					1
85060120	2	3060120					1
85060120	3	3060120					2
85060120	4	3060120					3
85070010	1	3070010					1
85070010	2	3070010					1
85070010	3	3070010					1
85070010	4	3070010					2
85070020	1	3070020					1
85070020	2	3070020					1
85070020	3	3070020					2
85070020	4	3070020					3
85070030	1	3070030					1
85070030	2	3070030					1
85070030	3	3070030					1
85070030	4	3070030					2
85070040	1	3070040					1
85070040	2	3070040					1
85070040	3	3070040					1
85070040	4	3070040					1
85070050	1	3070050					1
85070050	2	3070050					1
85070050	3	3070050					1
85070050	4	3070050					2
85070060	1	3070060					1
85070060	2	3070060					1
85070060	3	3070060					2
85070060	4	3070060					3
85070070	1	3070070					1
85070070	2	3070070					1
85070070	3	3070070					1
85070070	4	3070070					1
85070080	1	3070080					1
85070080	2	3070080					1
85070080	3	3070080					1
85070080	4	3070080					2
85070090	1	3070090					1
85070090	2	3070090					1
85070090	3	3070090					2
85070090	4	3070090					3
85070100	1	3070100					1
85070100	2	3070100					1
85070100	3	3070100					1
85070100	4	3070100					2
85070110	1	3070110					1
85070110	2	3070110					1
85070110	3	3070110					1
85070110	4	3070110					2
85070120	1	3070120					1
85070120	2	3070120					1
85070120	3	3070120					1
85070120	4	3070120					2
85070130	1	3070130					1
85070130	2	3070130					1
85070130	3	3070130					1
85070130	4	3070130					1
85070140	1	3070140					1
85070140	2	3070140					1
85070140	3	3070140					2
85070140	4	3070140					3
85070150	1	3070150					1
85070150	2	3070150					1
85070150	3	3070150					1
85070150	4	3070150					2
85070160	1	3070160					1
85070160	2	3070160					1
85070160	3	3070160					2
85070160	4	3070160					3
85070170	1	3070170					1
85070170	2	3070170					1
85070170	3	3070170					1
85070170	4	3070170					2
85070180	1	3070180					1
85070180	2	3070180					1
85070180	3	3070180					1
85070180	4	3070180					2
85080010	1	3080010					1
85080010	2	3080010					1
85080010	3	3080010					2
85080010	4	3080010					3
85080020	1	3080020					1
85080020	2	3080020					1
85080020	3	3080020					2
85080020	4	3080020					3
85080030	1	3080030					1
85080030	2	3080030					1
85080030	3	3080030					2
85080030	4	3080030					3
85080050	1	3080050					1
85080050	2	3080050					1
85080050	3	3080050					1
85080050	4	3080050					2
85080051	1	3080051					1
85080051	2	3080051					1
85080051	3	3080051					1
85080051	4	3080051					2
85080052	1	3080052					1
85080052	2	3080052					1
85080052	3	3080052					1
85080052	4	3080052					2
85080053	1	3080053					1
85080053	2	3080053					1
85080053	3	3080053					1
85080053	4	3080053					2
85080054	1	3080054					1
85080054	2	3080054					1
85080054	3	3080054					1
85080054	4	3080054					2
85080055	1	3080055					1
85080055	2	3080055					1
85080055	3	3080055					1
85080055	4	3080055					2
85080056	1	3080056					1
85080056	2	3080056					1
85080056	3	3080056					1
85080056	4	3080056					2
85080057	1	3080057					1
85080057	2	3080057					1
85080057	3	3080057					1
85080057	4	3080057					2
85080058	1	3080058					1
85080058	2	3080058					1
85080058	3	3080058					1
85080058	4	3080058					2
85080059	1	3080059					1
85080059	2	3080059					1
85080059	3	3080059					1
85080059	4	3080059					2
85080060	1	3080060					1
85080060	2	3080060					1
85080060	3	3080060					1
85080060	4	3080060					1
85080061	1	3080061					1
85080061	2	3080061					1
85080061	3	3080061					1
85080061	4	3080061					1
85080062	1	3080062					1
85080062	2	3080062					1
85080062	3	3080062					1
85080062	4	3080062					1
85080063	1	3080063					1
85080063	2	3080063					1
85080063	3	3080063					1
85080063	4	3080063					1
85080064	1	3080064					1
85080064	2	3080064					1
85080064	3	3080064					1
85080064	4	3080064					1
85080065	1	3080065					1
85080065	2	3080065					1
85080065	3	3080065					1
85080065	4	3080065					1
85080066	1	3080066					1
85080066	2	3080066					1
85080066	3	3080066					1
85080066	4	3080066					1
85080067	1	3080067					1
85080067	2	3080067					1
85080067	3	3080067					1
85080067	4	3080067					1
85080068	1	3080068					1
85080068	2	3080068					1
85080068	3	3080068					1
85080068	4	3080068					1
85080069	1	3080069					1
85080069	2	3080069					1
85080069	3	3080069					1
85080069	4	3080069					1
85080070	1	3080070					1
85080070	2	3080070					1
85080070	3	3080070					1
85080070	4	3080070					2
85080071	1	3080071					1
85080071	2	3080071					1
85080071	3	3080071					1
85080071	4	3080071					2
85080072	1	3080072					1
85080072	2	3080072					1
85080072	3	3080072					1
85080072	4	3080072					2
85080073	1	3080073					1
85080073	2	3080073					1
85080073	3	3080073					1
85080073	4	3080073					2
85080074	1	3080074					1
85080074	2	3080074					1
85080074	3	3080074					1
85080074	4	3080074					2
85080075	1	3080075					1
85080075	2	3080075					1
85080075	3	3080075					1
85080075	4	3080075					2
85080076	1	3080076					1
85080076	2	3080076					1
85080076	3	3080076					1
85080076	4	3080076					2
85080077	1	3080077					1
85080077	2	3080077					1
85080077	3	3080077					1
85080077	4	3080077					2
85080078	1	3080078					1
85080078	2	3080078					1
85080078	3	3080078					1
85080078	4	3080078					2
85080079	1	3080079					1
85080079	2	3080079					1
85080079	3	3080079					1
85080079	4	3080079					2
85080080	1	3080080					1
85080080	2	3080080					1
85080080	3	3080080					1
85080080	4	3080080					1
85080081	1	3080081					1
85080081	2	3080081					1
85080081	3	3080081					1
85080081	4	3080081					1
85080082	1	3080082					1
85080082	2	3080082					1
85080082	3	3080082					1
85080082	4	3080082					1
85080083	1	3080083					1
85080083	2	3080083					1
85080083	3	3080083					1
85080083	4	3080083					1
85080084	1	3080084					1
85080084	2	3080084					1
85080084	3	3080084					1
85080084	4	3080084					1
85080085	1	3080085					1
85080085	2	3080085					1
85080085	3	3080085					1
85080085	4	3080085					1
85080086	1	3080086					1
85080086	2	3080086					1
85080086	3	3080086					1
85080086	4	3080086					1
85080087	1	3080087					1
85080087	2	3080087					1
85080087	3	3080087					1
85080087	4	3080087					1
85080088	1	3080088					1
85080088	2	3080088					1
85080088	3	3080088					1
85080088	4	3080088					1
85080089	1	3080089					1
85080089	2	3080089					1
85080089	3	3080089					1
85080089	4	3080089					1
85080090	1	3080090					1
85080090	2	3080090					1
85080090	3	3080090					1
85080090	4	3080090					2
85080091	1	3080091					1
85080091	2	3080091					1
85080091	3	3080091					1
85080091	4	3080091					2
85080092	1	3080092					1
85080092	2	3080092					1
85080092	3	3080092					1
85080092	4	3080092					2
85080093	1	3080093					1
85080093	2	3080093					1
85080093	3	3080093					1
85080093	4	3080093					2
85080094	1	3080094					1
85080094	2	3080094					1
85080094	3	3080094					1
85080094	4	3080094					2
85080095	1	3080095					1
85080095	2	3080095					1
85080095	3	3080095					1
85080095	4	3080095					2
85080096	1	3080096					1
85080096	2	3080096					1
85080096	3	3080096					1
85080096	4	3080096					2
85080097	1	3080097					1
85080097	2	3080097					1
85080097	3	3080097					1
85080097	4	3080097					2
85080098	1	3080098					1
85080098	2	3080098					1
85080098	3	3080098					1
85080098	4	3080098					2
85080099	1	3080099					1
85080099	2	3080099					1
85080099	3	3080099					1
85080099	4	3080099					2
85080100	1	3080100					1
85080100	2	3080100					1
85080100	3	3080100					1
85080100	4	3080100					1
85080101	1	3080101					1
85080101	2	3080101					1
85080101	3	3080101					1
85080101	4	3080101					1
85080102	1	3080102					1
85080102	2	3080102					1
85080102	3	3080102					1
85080102	4	3080102					1
85080103	1	3080103					1
85080103	2	3080103					1
85080103	3	3080103					1
85080103	4	3080103					1
85080104	1	3080104					1
85080104	2	3080104					1
85080104	3	3080104					1
85080104	4	3080104					1
85080105	1	3080105					1
85080105	2	3080105					1
85080105	3	3080105					1
85080105	4	3080105					1
85080106	1	3080106					1
85080106	2	3080106					1
85080106	3	3080106					1
85080106	4	3080106					1
85080107	1	3080107					1
85080107	2	3080107					1
85080107	3	3080107					1
85080107	4	3080107					1
85080108	1	3080108					1
85080108	2	3080108					1
85080108	3	3080108					1
85080108	4	3080108					1
85080109	1	3080109					1
85080109	2	3080109					1
85080109	3	3080109					1
85080109	4	3080109					1
85080110	1	3080110					1
85080110	2	3080110					1
85080110	3	3080110					2
85080110	4	3080110					3
85080111	1	3080111					1
85080111	2	3080111					1
85080111	3	3080111					2
85080111	4	3080111					3
85080112	1	3080112					1
85080112	2	3080112					1
85080112	3	3080112					2
85080112	4	3080112					3
85080113	1	3080113					1
85080113	2	3080113					1
85080113	3	3080113					2
85080113	4	3080113					3
85080114	1	3080114					1
85080114	2	3080114					1
85080114	3	3080114					2
85080114	4	3080114					3
85080115	1	3080115					1
85080115	2	3080115					1
85080115	3	3080115					2
85080115	4	3080115					3
85080116	1	3080116					1
85080116	2	3080116					1
85080116	3	3080116					2
85080116	4	3080116					3
85080117	1	3080117					1
85080117	2	3080117					1
85080117	3	3080117					2
85080117	4	3080117					3
85080118	1	3080118					1
85080118	2	3080118					1
85080118	3	3080118					2
85080118	4	3080118					3
85080119	1	3080119					1
85080119	2	3080119					1
85080119	3	3080119					2
85080119	4	3080119					3
85080120	1	3080120					1
85080120	2	3080120					1
85080120	3	3080120					1
85080120	4	3080120					2
85080121	1	3080121					1
85080121	2	3080121					1
85080121	3	3080121					1
85080121	4	3080121					2
85080122	1	3080122					1
85080122	2	3080122					1
85080122	3	3080122					1
85080122	4	3080122					2
85080123	1	3080123					1
85080123	2	3080123					1
85080123	3	3080123					1
85080123	4	3080123					2
85080124	1	3080124					1
85080124	2	3080124					1
85080124	3	3080124					1
85080124	4	3080124					2
85080125	1	3080125					1
85080125	2	3080125					1
85080125	3	3080125					1
85080125	4	3080125					2
85080126	1	3080126					1
85080126	2	3080126					1
85080126	3	3080126					1
85080126	4	3080126					2
85080127	1	3080127					1
85080127	2	3080127					1
85080127	3	3080127					1
85080127	4	3080127					2
85080128	1	3080128					1
85080128	2	3080128					1
85080128	3	3080128					1
85080128	4	3080128					2
85080129	1	3080129					1
85080129	2	3080129					1
85080129	3	3080129					1
85080129	4	3080129					2
85085000	1	3085000					1
85085000	2	3085000					1
85085000	3	3085000					2
85085000	4	3085000					3
85085001	1	3085001					1
85085001	2	3085001					1
85085001	3	3085001					2
85085001	4	3085001					3
85085002	1	3085002					1
85085002	2	3085002					1
85085002	3	3085002					2
85085002	4	3085002					3
85085003	1	3085003					1
85085003	2	3085003					1
85085003	3	3085003					2
85085003	4	3085003					3
85085004	1	3085004					1
85085004	2	3085004					1
85085004	3	3085004					2
85085004	4	3085004					3
85085005	1	3085005					1
85085005	2	3085005					1
85085005	3	3085005					2
85085005	4	3085005					3
85085006	1	3085006					1
85085006	2	3085006					1
85085006	3	3085006					2
85085006	4	3085006					3
85085007	1	3085007					1
85085007	2	3085007					1
85085007	3	3085007					2
85085007	4	3085007					3
85085008	1	3085008					1
85085008	2	3085008					1
85085008	3	3085008					2
85085008	4	3085008					3
85085009	1	3085009					1
85085009	2	3085009					1
85085009	3	3085009					2
85085009	4	3085009					3
85085010	1	3085010					1
85085010	2	3085010					1
85085010	3	3085010					2
85085010	4	3085010					3
85085011	1	3085011					1
85085011	2	3085011					1
85085011	3	3085011					2
85085011	4	3085011					3
85085012	1	3085012					1
85085012	2	3085012					1
85085012	3	3085012					2
85085012	4	3085012					3
85085013	1	3085013					1
85085013	2	3085013					1
85085013	3	3085013					2
85085013	4	3085013					3
85085014	1	3085014					1
85085014	2	3085014					1
85085014	3	3085014					2
85085014	4	3085014					3
85085015	1	3085015					1
85085015	2	3085015					1
85085015	3	3085015					2
85085015	4	3085015					3
85085016	1	3085016					1
85085016	2	3085016					1
85085016	3	3085016					2
85085016	4	3085016					3
85085017	1	3085017					1
85085017	2	3085017					1
85085017	3	3085017					2
85085017	4	3085017					3
85085018	1	3085018					1
85085018	2	3085018					1
85085018	3	3085018					2
85085018	4	3085018					3
85085019	1	3085019					1
85085019	2	3085019					1
85085019	3	3085019					2
85085019	4	3085019					3
85085020	1	3085020					1
85085020	2	3085020					1
85085020	3	3085020					1
85085020	4	3085020					2
85085030	1	3085030					1
85085030	2	3085030					1
85085030	3	3085030					1
85085030	4	3085030					2
85090010	1	3090010					1
85090010	2	3090010					1
85090010	3	3090010					1
85090010	4	3090010					2
85090020	1	3090020					1
85090020	2	3090020					1
85090020	3	3090020					2
85090020	4	3090020					3
85090030	1	3090030					1
85090030	2	3090030					1
85090030	3	3090030					2
85090030	4	3090030					3
85090040	1	3090040					1
85090040	2	3090040					1
85090040	3	3090040					2
85090040	4	3090040					3
85090050	1	3090050					1
85090050	2	3090050					1
85090050	3	3090050					2
85090050	4	3090050					3
85090060	1	3090060					1
85090060	2	3090060					1
85090060	3	3090060					2
85090060	4	3090060					3
85090070	1	3090070					1
85090070	2	3090070					1
85090070	3	3090070					1
85090070	4	3090070					2
85090080	1	3090080					1
85090080	2	3090080					1
85090080	3	3090080					2
85090080	4	3090080					3
85090090	1	3090090					1
85090090	2	3090090					1
85090090	3	3090090					2
85090090	4	3090090					3
85090100	1	3090100					1
85090100	2	3090100					1
85090100	3	3090100					1
85090100	4	3090100					2
85090110	1	3090110					1
85090110	2	3090110					1
85090110	3	3090110					2
85090110	4	3090110					3
85090120	1	3090120					1
85090120	2	3090120					1
85090120	3	3090120					2
85090120	4	3090120					3
85090130	1	3090130					1
85090130	2	3090130					1
85090130	3	3090130					2
85090130	4	3090130					3
85090140	1	3090140					1
85090140	2	3090140					1
85090140	3	3090140					1
85090140	4	3090140					2
85090150	1	3090150					1
85090150	2	3090150					1
85090150	3	3090150					1
85090150	4	3090150					2
85090160	1	3090160					1
85090160	2	3090160					1
85090160	3	3090160					1
85090160	4	3090160					2
85090170	1	3090170					1
85090170	2	3090170					1
85090170	3	3090170					2
85090170	4	3090170					3
85090180	1	3090180					1
85090180	2	3090180					1
85090180	3	3090180					2
85090180	4	3090180					3
85090190	1	3090190					1
85090190	2	3090190					1
85090190	3	3090190					1
85090190	4	3090190					2
85090200	1	3090200					1
85090200	2	3090200					1
85090200	3	3090200					1
85090200	4	3090200					2
85090210	1	3090210					1
85090210	2	3090210					1
85090210	3	3090210					2
85090210	4	3090210					3
85090220	1	3090220					1
85090220	2	3090220					1
85090220	3	3090220					1
85090220	4	3090220					2
85090230	1	3090230					1
85090230	2	3090230					1
85090230	3	3090230					1
85090230	4	3090230					2
85090240	1	3090240					1
85090240	2	3090240					1
85090240	3	3090240					1
85090240	4	3090240					2
85090250	1	3090250					1
85090250	2	3090250					1
85090250	3	3090250					1
85090250	4	3090250					2
85090260	1	3090260					1
85090260	2	3090260					1
85090260	3	3090260					1
85090260	4	3090260					1
85090270	1	3090270					1
85090270	2	3090270					1
85090270	3	3090270					1
85090270	4	3090270					1
85090280	1	3090280					1
85090280	2	3090280					1
85090280	3	3090280					1
85090280	4	3090280					1
85090290	1	3090290					1
85090290	2	3090290					1
85090290	3	3090290					1
85090290	4	3090290					1
85090300	1	3090300					1
85090300	2	3090300					1
85090300	3	3090300					1
85090300	4	3090300					1
85090310	1	3090310					1
85090310	2	3090310					1
85090310	3	3090310					1
85090310	4	3090310					1
85090320	1	3090320					1
85090320	2	3090320					1
85090320	3	3090320					2
85090320	4	3090320					3
85090330	1	3090330					1
85090330	2	3090330					1
85090330	3	3090330					1
85090330	4	3090330					1
85090340	1	3090340					1
85090340	2	3090340					1
85090340	3	3090340					2
85090340	4	3090340					3
85090350	1	3090350					1
85090350	2	3090350					1
85090350	3	3090350					2
85090350	4	3090350					3
85090360	1	3090360					1
85090360	2	3090360					1
85090360	3	3090360					2
85090360	4	3090360					3
85090370	1	3090370					1
85090370	2	3090370					1
85090370	3	3090370					2
85090370	4	3090370					3
85090380	1	3090380					1
85090380	2	3090380					1
85090380	3	3090380					2
85090380	4	3090380					3
85090390	1	3090390					1
85090390	2	3090390					1
85090390	3	3090390					2
85090390	4	3090390					3
85090400	1	3090400					1
85090400	2	3090400					1
85090400	3	3090400					1
85090400	4	3090400					1
85090410	1	3090410					1
85090410	2	3090410					1
85090410	3	3090410					1
85090410	4	3090410					2
85090420	1	3090420					1
85090420	2	3090420					1
85090420	3	3090420					2
85090420	4	3090420					3
85090430	1	3090430					1
85090430	2	3090430					1
85090430	3	3090430					2
85090430	4	3090430					3
85090440	1	3090440					1
85090440	2	3090440					1
85090440	3	3090440					2
85090440	4	3090440					3
85090450	1	3090450					1
85090450	2	3090450					1
85090450	3	3090450					2
85090450	4	3090450					3
85090460	1	3090460					1
85090460	2	3090460					1
85090460	3	3090460					1
85090460	4	3090460					2
85090720	1	3090720					1
85090720	2	3090720					1
85090720	3	3090720					1
85090720	4	3090720					2
85090730	1	3090730					1
85090730	2	3090730					1
85090730	3	3090730					2
85090730	4	3090730					3
85090731	1	3090731					1
85090731	2	3090731					1
85090731	3	3090731					2
85090731	4	3090731					3
85090732	1	3090732					1
85090732	2	3090732					1
85090732	3	3090732					2
85090732	4	3090732					3
85090733	1	3090733					1
85090733	2	3090733					1
85090733	3	3090733					2
85090733	4	3090733					3
85090734	1	3090734					1
85090734	2	3090734					1
85090734	3	3090734					2
85090734	4	3090734					3
85090735	1	3090735					1
85090735	2	3090735					1
85090735	3	3090735					2
85090735	4	3090735					3
85090736	1	3090736					1
85090736	2	3090736					1
85090736	3	3090736					2
85090736	4	3090736					3
85090737	1	3090737					1
85090737	2	3090737					1
85090737	3	3090737					2
85090737	4	3090737					3
85090738	1	3090738					1
85090738	2	3090738					1
85090738	3	3090738					2
85090738	4	3090738					3
85090739	1	3090739					1
85090739	2	3090739					1
85090739	3	3090739					2
85090739	4	3090739					3
85090750	1	3090750					1
85090750	2	3090750					1
85090750	3	3090750					2
85090750	4	3090750					3
85090751	1	3090751					1
85090751	2	3090751					1
85090751	3	3090751					2
85090751	4	3090751					3
85090752	1	3090752					1
85090752	2	3090752					1
85090752	3	3090752					2
85090752	4	3090752					3
85090753	1	3090753					1
85090753	2	3090753					1
85090753	3	3090753					2
85090753	4	3090753					3
85090754	1	3090754					1
85090754	2	3090754					1
85090754	3	3090754					2
85090754	4	3090754					3
85090755	1	3090755					1
85090755	2	3090755					1
85090755	3	3090755					2
85090755	4	3090755					3
85090756	1	3090756					1
85090756	2	3090756					1
85090756	3	3090756					2
85090756	4	3090756					3
85090757	1	3090757					1
85090757	2	3090757					1
85090757	3	3090757					2
85090757	4	3090757					3
85090758	1	3090758					1
85090758	2	3090758					1
85090758	3	3090758					2
85090758	4	3090758					3
85090759	1	3090759					1
85090759	2	3090759					1
85090759	3	3090759					2
85090759	4	3090759					3
85090760	1	3090760					1
85090760	2	3090760					1
85090760	3	3090760					2
85090760	4	3090760					3
85090761	1	3090761					1
85090761	2	3090761					1
85090761	3	3090761					2
85090761	4	3090761					3
85090762	1	3090762					1
85090762	2	3090762					1
85090762	3	3090762					2
85090762	4	3090762					3
85090763	1	3090763					1
85090763	2	3090763					1
85090763	3	3090763					2
85090763	4	3090763					3
85090764	1	3090764					1
85090764	2	3090764					1
85090764	3	3090764					2
85090764	4	3090764					3
85090765	1	3090765					1
85090765	2	3090765					1
85090765	3	3090765					2
85090765	4	3090765					3
85090766	1	3090766					1
85090766	2	3090766					1
85090766	3	3090766					2
85090766	4	3090766					3
85090767	1	3090767					1
85090767	2	3090767					1
85090767	3	3090767					2
85090767	4	3090767					3
85090768	1	3090768					1
85090768	2	3090768					1
85090768	3	3090768					2
85090768	4	3090768					3
85090769	1	3090769					1
85090769	2	3090769					1
85090769	3	3090769					2
85090769	4	3090769					3
85090770	1	3090770					1
85090770	2	3090770					1
85090770	3	3090770					1
85090770	4	3090770					2
85090771	1	3090771					1
85090771	2	3090771					1
85090771	3	3090771					1
85090771	4	3090771					2
85090772	1	3090772					1
85090772	2	3090772					1
85090772	3	3090772					1
85090772	4	3090772					2
85090773	1	3090773					1
85090773	2	3090773					1
85090773	3	3090773					1
85090773	4	3090773					2
85090774	1	3090774					1
85090774	2	3090774					1
85090774	3	3090774					1
85090774	4	3090774					2
85090775	1	3090775					1
85090775	2	3090775					1
85090775	3	3090775					1
85090775	4	3090775					2
85090776	1	3090776					1
85090776	2	3090776					1
85090776	3	3090776					1
85090776	4	3090776					2
85090777	1	3090777					1
85090777	2	3090777					1
85090777	3	3090777					1
85090777	4	3090777					2
85090778	1	3090778					1
85090778	2	3090778					1
85090778	3	3090778					1
85090778	4	3090778					2
85090779	1	3090779					1
85090779	2	3090779					1
85090779	3	3090779					1
85090779	4	3090779					2
85090780	1	3090780					1
85090780	2	3090780					1
85090780	3	3090780					1
85090780	4	3090780					2
85090781	1	3090781					1
85090781	2	3090781					1
85090781	3	3090781					1
85090781	4	3090781					2
85090782	1	3090782					1
85090782	2	3090782					1
85090782	3	3090782					1
85090782	4	3090782					2
85090783	1	3090783					1
85090783	2	3090783					1
85090783	3	3090783					1
85090783	4	3090783					2
85090784	1	3090784					1
85090784	2	3090784					1
85090784	3	3090784					1
85090784	4	3090784					2
85090785	1	3090785					1
85090785	2	3090785					1
85090785	3	3090785					1
85090785	4	3090785					2
85090786	1	3090786					1
85090786	2	3090786					1
85090786	3	3090786					1
85090786	4	3090786					2
85090787	1	3090787					1
85090787	2	3090787					1
85090787	3	3090787					1
85090787	4	3090787					2
85090788	1	3090788					1
85090788	2	3090788					1
85090788	3	3090788					1
85090788	4	3090788					2
85090789	1	3090789					1
85090789	2	3090789					1
85090789	3	3090789					1
85090789	4	3090789					2
85090790	1	3090790					1
85090790	2	3090790					1
85090790	3	3090790					1
85090790	4	3090790					2
85090791	1	3090791					1
85090791	2	3090791					1
85090791	3	3090791					1
85090791	4	3090791					2
85090792	1	3090792					1
85090792	2	3090792					1
85090792	3	3090792					1
85090792	4	3090792					2
85090793	1	3090793					1
85090793	2	3090793					1
85090793	3	3090793					1
85090793	4	3090793					2
85090794	1	3090794					1
85090794	2	3090794					1
85090794	3	3090794					1
85090794	4	3090794					2
85090795	1	3090795					1
85090795	2	3090795					1
85090795	3	3090795					1
85090795	4	3090795					2
85090796	1	3090796					1
85090796	2	3090796					1
85090796	3	3090796					1
85090796	4	3090796					2
85090797	1	3090797					1
85090797	2	3090797					1
85090797	3	3090797					1
85090797	4	3090797					2
85090798	1	3090798					1
85090798	2	3090798					1
85090798	3	3090798					1
85090798	4	3090798					2
85090799	1	3090799					1
85090799	2	3090799					1
85090799	3	3090799					1
85090799	4	3090799					2
85090800	1	3090800					1
85090800	2	3090800					1
85090800	3	3090800					2
85090800	4	3090800					3
85090801	1	3090801					1
85090801	2	3090801					1
85090801	3	3090801					2
85090801	4	3090801					3
85090802	1	3090802					1
85090802	2	3090802					1
85090802	3	3090802					2
85090802	4	3090802					3
85090803	1	3090803					1
85090803	2	3090803					1
85090803	3	3090803					2
85090803	4	3090803					3
85090804	1	3090804					1
85090804	2	3090804					1
85090804	3	3090804					2
85090804	4	3090804					3
85090805	1	3090805					1
85090805	2	3090805					1
85090805	3	3090805					2
85090805	4	3090805					3
85090806	1	3090806					1
85090806	2	3090806					1
85090806	3	3090806					2
85090806	4	3090806					3
85090807	1	3090807					1
85090807	2	3090807					1
85090807	3	3090807					2
85090807	4	3090807					3
85090808	1	3090808					1
85090808	2	3090808					1
85090808	3	3090808					2
85090808	4	3090808					3
85090809	1	3090809					1
85090809	2	3090809					1
85090809	3	3090809					2
85090809	4	3090809					3
85090810	1	3090810					1
85090810	2	3090810					1
85090810	3	3090810					1
85090810	4	3090810					2
85090820	1	3090820					1
85090820	2	3090820					1
85090820	3	3090820					1
85090820	4	3090820					1
85090821	1	3090821					1
85090821	2	3090821					1
85090821	3	3090821					1
85090821	4	3090821					1
85090822	1	3090822					1
85090822	2	3090822					1
85090822	3	3090822					1
85090822	4	3090822					1
85090823	1	3090823					1
85090823	2	3090823					1
85090823	3	3090823					1
85090823	4	3090823					1
85090824	1	3090824					1
85090824	2	3090824					1
85090824	3	3090824					1
85090824	4	3090824					1
85090825	1	3090825					1
85090825	2	3090825					1
85090825	3	3090825					1
85090825	4	3090825					1
85090826	1	3090826					1
85090826	2	3090826					1
85090826	3	3090826					1
85090826	4	3090826					1
85090827	1	3090827					1
85090827	2	3090827					1
85090827	3	3090827					1
85090827	4	3090827					1
85090828	1	3090828					1
85090828	2	3090828					1
85090828	3	3090828					1
85090828	4	3090828					1
85090829	1	3090829					1
85090829	2	3090829					1
85090829	3	3090829					1
85090829	4	3090829					1
85090830	1	3090830					1
85090830	2	3090830					1
85090830	3	3090830					2
85090830	4	3090830					3
85090831	1	3090831					1
85090831	2	3090831					1
85090831	3	3090831					2
85090831	4	3090831					3
85090832	1	3090832					1
85090832	2	3090832					1
85090832	3	3090832					2
85090832	4	3090832					3
85090833	1	3090833					1
85090833	2	3090833					1
85090833	3	3090833					2
85090833	4	3090833					3
85090834	1	3090834					1
85090834	2	3090834					1
85090834	3	3090834					2
85090834	4	3090834					3
85090835	1	3090835					1
85090835	2	3090835					1
85090835	3	3090835					2
85090835	4	3090835					3
85090836	1	3090836					1
85090836	2	3090836					1
85090836	3	3090836					2
85090836	4	3090836					3
85090837	1	3090837					1
85090837	2	3090837					1
85090837	3	3090837					2
85090837	4	3090837					3
85090838	1	3090838					1
85090838	2	3090838					1
85090838	3	3090838					2
85090838	4	3090838					3
85090839	1	3090839					1
85090839	2	3090839					1
85090839	3	3090839					2
85090839	4	3090839					3
85090840	1	3090840					1
85090840	2	3090840					1
85090840	3	3090840					2
85090840	4	3090840					3
85090841	1	3090841					1
85090841	2	3090841					1
85090841	3	3090841					2
85090841	4	3090841					3
85090842	1	3090842					1
85090842	2	3090842					1
85090842	3	3090842					2
85090842	4	3090842					3
85090843	1	3090843					1
85090843	2	3090843					1
85090843	3	3090843					2
85090843	4	3090843					3
85090844	1	3090844					1
85090844	2	3090844					1
85090844	3	3090844					2
85090844	4	3090844					3
85090845	1	3090845					1
85090845	2	3090845					1
85090845	3	3090845					2
85090845	4	3090845					3
85090846	1	3090846					1
85090846	2	3090846					1
85090846	3	3090846					2
85090846	4	3090846					3
85090847	1	3090847					1
85090847	2	3090847					1
85090847	3	3090847					2
85090847	4	3090847					3
85090848	1	3090848					1
